Timeratio,TimeInt,Timet,evadiff
0.001818182,1,550,0.03
0.001686341,1,593,0.43
0.002145923,1,466,0.63
0,0,6,0.27
0,0,596,0
0.001680672,1,595,0.13
0.001703578,1,587,0
0,0,595,0
0.001683502,1,594,0.3
0.001686341,1,593,0.06
0.001831502,1,546,0.17
0.002040816,1,490,0.16
0.00245098,1,408,0.82
0.001686341,1,593,3.2
0,0,577,0.02
0.001733102,1,577,0.75
0.001808318,1,553,0.07
0.001828154,1,547,0.7
0.001949318,1,513,0
0.001724138,1,580,0.17
0.001934236,1,517,0.02
0.001677852,1,596,0.01
0.001677852,1,596,0.13
0.001680672,1,595,0.21
0,0,593,0
0.00170068,1,588,0.27
0.001788909,1,559,0.06
0,0,559,0.08
0.001828154,1,547,0.21
0.001669449,1,599,0
0.001675042,1,597,0
0,0,597,0.13
0.001709402,1,585,0.67
0,0,498,0.14
0.002008032,1,498,0.23
0.001669449,1,599,0.05
0.001675042,1,597,0.44
0,0,589,0.06
0.001683502,1,594,1.13
0,0,537,0.02
0.001785714,1,560,1.47
0.001824818,1,548,0.09
0.002364066,1,423,0
0.001669449,1,599,0.05
0,0,597,0.67
0.001689189,1,592,0.94
0.001703578,1,587,0.31
0.00173913,1,575,0.3
0.001669449,1,599,0.27
0.001683502,1,594,1.28
0.001736111,1,576,0.73
0.001669449,1,599,0.25
0.001941748,1,515,0.22
0.002150538,1,465,0.08
0.001706485,1,586,0.08
0,0,456,0.01
0.001838235,1,544,0.13
0.001886792,1,530,0.76
0.001669449,1,599,0.05
0.001669449,1,599,0.13
0,0,599,0.13
0.001680672,1,595,0.01
0.001727116,1,579,0.2
0.001824818,1,548,0.47
0,0,548,1.62
0.002070393,1,483,0
0.001751313,1,571,0.15
0.001675042,1,597,0
0.001683502,1,594,0.09
0,0,296,1.2
0,0,296,0.11
0,0,296,0
0,0,37,0
0,0,224,0
0.001677852,1,596,0.33
0.001904762,1,525,0.67
0.001751313,1,571,0.12
0.001879699,1,532,0.16
0.001669449,1,599,0.31
0.001686341,1,593,0.25
0.001669449,1,599,0.05
0,0,570,0.06
0.002386635,1,419,2.74
0.001672241,1,598,0.32
0.001675042,1,597,0.17
0.001824818,1,548,0.09
0.001760563,1,568,0.2
0,0,386,0.17
0,0,324,0.1
0,0,355,0.13
0,0,248,0.29
0.001694915,1,590,4.1
0.002380952,1,420,0.16
0.001669449,1,599,0.19
0,0,598,0.01
0.001677852,1,596,0.87
0,0,553,0.26
0.001818182,1,550,0
0,0,575,0.4
0.002012072,1,497,0.12
0.00228833,1,437,0.19
0.002364066,1,423,0.03
0,0,423,0.04
0,0,423,0.46
0.002444988,1,409,0.72
0.001805054,1,554,5.79
0.001808318,1,553,1.29
0,0,553,0.6
0,0,3,6.66
0.001934236,1,517,0.51
0,0,498,0.08
0.001680672,1,595,0
0.001677852,1,596,0
0,0,551,0.33
0.001686341,1,593,1.33
0.001862197,1,537,0.13
0.001876173,1,533,0.01
0.001865672,1,536,0.34
0.00170068,1,588,0.08
0.001745201,1,573,0.03
0,0,539,0.01
0.001779359,1,562,0
0.001669449,1,599,0.05
0.001669449,1,599,0.45
0,0,519,1.32
0.00172117,1,581,0
0.001855288,1,539,0.18
0.002257336,1,443,0.06
0.001709402,1,585,0.09
0.001712329,1,584,0.06
0.001727116,1,579,0.15
0.00173913,1,575,1.11
0.001669449,1,599,0.05
0.001669449,1,599,0.04
0,0,599,1.09
0,0,13,0.05
0,0,13,0.95
0.001675042,1,597,0.13
0.001677852,1,596,0.02
0.001697793,1,589,1.03
0,0,135,0.01
0,0,135,0
0,0,129,0.22
0,0,157,0
0,0,83,0
0.001669449,1,599,0.2
0.001672241,1,598,0.1
0.001675042,1,597,0.04
0.002197802,1,455,0.46
0.001686341,1,593,0.17
0.001689189,1,592,0.39
0.001912046,1,523,0.61
0.001934236,1,517,0.45
0.001937984,1,516,0.35
0.001941748,1,515,0.48
0.002262443,1,442,0
0.002159827,1,463,0
0.002463054,1,406,0
0.002232143,1,448,0
0.0025,1,400,0
0.00170068,1,588,0.89
0.001718213,1,582,0.05
0.001712329,1,584,0.05
0.001669449,1,599,0.37
0.001672241,1,598,0.2
0,0,598,0.17
0,0,598,0.04
0.001934236,1,517,0.02
0.001669449,1,599,0.48
0.001672241,1,598,0.04
0.001798561,1,556,0.11
0.001675042,1,597,0.08
0.001757469,1,569,2.05
0.001669449,1,599,0.05
0.001677852,1,596,2.34
0.001795332,1,557,2.16
0.001821494,1,549,0.43
0.001814882,1,551,0.15
0.002066116,1,484,0
0.001669449,1,599,0.05
0.001677852,1,596,0.27
0.001689189,1,592,0.13
0.001814882,1,551,0.07
0,0,321,0.07
0,0,398,0.05
0.001680672,1,595,0
0.001697793,1,589,0.89
0.002309469,1,433,0.16
0.002325581,1,430,0.65
0.00228833,1,437,0.11
0.002421308,1,413,0.16
0.002427184,1,412,0.03
0,0,379,0.77
0,0,16,0
0,0,32,0
0,0,8,0
0,0,24,0
0,0,23,0
0,0,4,0
0,0,23,0
0,0,4,0
0,0,4,0
0,0,22,0
0,0,4,0
0,0,22,0
0,0,22,0
0,0,22,0
0,0,600,0.25
0.001683502,1,594,0.21
0.001697793,1,589,0.09
0,0,585,2.59
0.001669449,1,599,0.33
0,0,599,0.09
0,0,596,0.04
0.001672241,1,598,0
0.001724138,1,580,0.22
0.001669449,1,599,0.03
0.001672241,1,598,0.2
0,0,598,0.21
0,0,597,0.03
0,0,428,0.23
0.001669449,1,599,0.09
0,0,599,0.65
0.001672241,1,598,0.24
0.001675042,1,597,0.05
0.001694915,1,590,0.45
0.001697793,1,589,1
0.001736111,1,576,0.06
0.001745201,1,573,0.1
0.001960784,1,510,0.02
0,0,40,0
0,0,33,0.05
0,0,22,0
0,0,166,0
0,0,20,0
0,0,11,0
0,0,9,0
0,0,9,0
0.001669449,1,599,0.37
0.001788909,1,559,0.02
0.001805054,1,554,0.43
0,0,600,0
0.001745201,1,573,0.13
0,0,600,0.08
0.001923077,1,520,0.42
0,0,597,0.02
0.001694915,1,590,0.13
0.002070393,1,483,0
0,0,600,0.37
0.001680672,1,595,0.08
0.002107482,2,949,3.29
0.002125399,2,941,8.18
0.00106383,1,940,11.1
0.002132196,2,938,8.07
0.001669449,1,599,0.26
0.001798561,1,556,0.11
0,0,348,0.04
0.001689189,1,592,1.26
0.001697793,1,589,0.13
0,0,289,0.02
0,0,281,0.08
0.001675042,1,597,0.45
0,0,600,0.21
0,0,600,0.37
0.001677852,1,596,0
0.001724138,1,580,0.91
0.001669449,1,599,0.17
0,0,599,0.24
0.001672241,1,598,0
0.001675042,1,597,0.13
0.001677852,1,596,0.64
0.001680672,1,595,3.3
0,0,582,0.52
0,0,528,0.04
0,0,508,0.03
0.001890359,1,529,2.56
0.001675042,1,597,0.16
0,0,197,8.66
0,0,572,0.29
0.001675042,1,597,0.1
0.001879699,1,532,0.27
0,0,249,0
0,0,199,0
0,0,199,0
0,0,193,0
0,0,179,0
0,0,179,0
0,0,179,0
0,0,179,0
0,0,179,0
0,0,177,0
0,0,177,0
0,0,176,0
0.001669449,1,599,0.33
0.001669449,1,599,0.26
0,0,597,0.12
0.001672241,1,598,0.59
0.002272727,1,440,0.03
0.00177305,1,564,0.11
0.002136752,1,468,0.06
0.002427184,1,412,5.71
0,0,48,1.65
0,0,598,0.37
0,0,484,0.03
0.002202643,1,454,0.65
0.002207506,1,453,0.1
0,0,371,0.2
0,0,400,1.28
0,0,278,0.05
0,0,273,0
0,0,279,0
0,0,272,0
0,0,278,0
0,0,272,0
0.001680672,1,595,0.45
0.002004008,1,499,2.33
0.002136752,1,468,0.07
0,0,346,0.14
0,0,1,0.19
0,0,600,0.03
0.001689189,1,592,0.2
0,0,384,0.15
0.001904762,1,525,1.36
0.001669449,1,599,0.28
0.001683502,1,594,0.44
0.001680672,1,595,0.02
0.001686341,1,593,0.53
0,0,387,0.15
0.001669449,1,599,0.37
0.00204499,1,489,0.01
0.001669449,1,599,0.45
0.001677852,1,596,0.62
0.001745201,1,573,3.64
0.001669449,1,599,0.05
0.001706485,1,586,7.08
0,0,563,0.13
0,0,456,0.18
0.001848429,1,541,0.23
0.002283105,1,438,0.32
0.001675042,1,597,0.05
0,0,440,0
0,0,210,0.23
0.001669449,1,599,0.48
0.001672241,1,598,0.31
0,0,598,0.25
0.001686341,1,593,0.44
0.001689189,1,592,0.5
0.001697793,1,589,0.54
0.00170068,1,588,0.47
0,0,599,0.09
0.001677852,1,596,0
0.001669449,1,599,0.05
0,0,600,0.05
0.001669449,1,599,0.01
0,0,597,0.03
0.001689189,1,592,0.02
0.001697793,1,589,0.73
0.001712329,1,584,0.12
0.001757469,1,569,6.17
0.001669449,1,599,0.05
0.001669449,1,599,1.06
0.001680672,1,595,0.73
0.001795332,1,557,0.29
0.001988072,1,503,0.14
0.001901141,1,526,0
0.001904762,1,525,0
0.001926782,1,519,0.39
0,0,283,0.07
0.001669449,1,599,0.05
0.001675042,1,597,0.13
0.00174216,1,574,0.08
0.001883239,1,531,0.14
0.001669449,1,599,0.05
0.001672241,1,598,0.16
0,0,190,0
0,0,190,0
0,0,190,0
0.001669449,1,599,0.05
0.001677852,1,596,0
0.001680672,1,595,0.16
0.001680672,1,595,0.45
0.001890359,1,529,0.24
0.001669449,1,599,0.08
0.001669449,1,599,0.47
0.001672241,1,598,0.29
0.001675042,1,597,0.66
0.001949318,1,513,1.45
0.001669449,1,599,0.37
0,0,597,0.32
0,0,591,0.47
0.001669449,1,599,0.05
0.001675042,1,597,0.37
0.001669449,1,599,0.05
0,0,594,0.04
0.001686341,1,593,0.57
0.002024291,1,494,0.01
0.002183406,1,458,0.18
0.00228833,1,437,0.8
0.002293578,1,436,0.23
0.002403846,1,416,0.17
0.002320186,1,431,0.06
0.00234192,1,427,1.11
0.002398082,1,417,0
0,0,417,0.13
0.001893939,1,528,0.14
0,0,66,0.83
0,0,173,0.73
0.001669449,1,599,0.04
0.001754386,1,570,0.14
0.001669449,1,599,0.54
0.001672241,1,598,0.24
0.001675042,1,597,0.09
0.001727116,1,579,0.01
0.002123142,1,471,0.11
0.001968504,1,508,0
0.00174216,1,574,0.61
0.001808318,1,553,0.12
0.001669449,1,599,0.05
0,0,600,0.8
0.001669449,1,599,0.13
0,0,599,2.64
0.001680672,1,595,0.97
0.00174216,1,574,0.3
0,0,595,0.33
0,0,595,0.59
0,0,548,0.2
0,0,548,0.66
0,0,538,0.54
0,0,508,0
0,0,508,0
0.001680672,1,595,0.63
0.001776199,1,563,0.13
0.001675042,1,597,0.19
0.001677852,1,596,0.28
0,0,597,0.13
0.001908397,1,524,0
0.001675042,1,597,0.05
0,0,582,0
0.001694915,1,590,0.28
0.001703578,1,587,0.02
0,0,576,0.05
0.002202643,1,454,0.07
0.002277904,1,439,0
0.001669449,1,599,0.5
0.001672241,1,598,0.16
0.001675042,1,597,0.55
0.001692047,1,591,0.15
0,0,573,0.06
0.002028398,1,493,0.32
0,0,547,3.3
0,0,343,0.2
0.002217295,1,451,0.33
0,0,447,0.08
0.002267574,1,441,1.42
0,0,343,5
0,0,343,4.9
0.001715266,1,583,0.06
0.002247191,1,445,0.27
0.00174216,1,574,0.83
0.002475248,1,404,0.7
0.002028398,1,493,0.08
0.001669449,1,599,0.05
0,0,520,0
0.002309469,1,433,0
0.001669449,1,599,0.19
0.001683502,1,594,0.72
0.002,1,500,2.31
0,0,300,0.76
0.001675042,1,597,0.41
0,0,299,0.02
0,0,599,0.36
0.001672241,1,598,0.18
0,0,598,0.09
0.001675042,1,597,0.13
0,0,589,0.24
0.001694915,1,590,0.08
0.001675042,1,597,0.27
0.001669449,1,599,0.37
0.001672241,1,598,0.19
0,0,583,0.11
0.001669449,1,599,0.16
0.001669449,1,599,0.03
0.001680672,1,595,0.13
0.001683502,1,594,0.34
0,0,460,0.16
0.001675042,1,597,0.16
0,0,595,0.66
0.001811594,1,552,0
0.001851852,1,540,0
0.002252252,1,444,0
0,0,595,0.34
0.001683502,1,594,0.03
0.001686341,1,593,0.11
0.001689189,1,592,0.35
0.001724138,1,580,1.09
0,0,458,1.86
0,0,438,0.28
0,0,427,0.35
0,0,369,0
0,0,306,0
0,0,313,0.07
0,0,236,0
0,0,236,0
0.001669449,1,599,0.54
0.001694915,1,590,0.01
0,0,557,0.42
0,0,486,0.52
0.001686341,1,593,0.58
0.001689189,1,592,0.32
0.001733102,1,577,0.4
0.001763668,1,567,0.01
0.001669449,1,599,0.21
0,0,5,3.03
0,0,3,0.53
0,0,3,0.98
0.001669449,1,599,0.05
0.001669449,1,599,1.06
0,0,579,0.54
0.001751313,1,571,0.05
0,0,577,0.09
0,0,32,0
0,0,32,0
0,0,32,0
0,0,32,0
0,0,32,0
0,0,27,0
0.001669449,1,599,0.41
0.001795332,1,557,0.65
0.002074689,1,482,0.04
0.001956947,1,511,0.09
0.002159827,1,463,0.64
0.002164502,1,462,2.47
0.002232143,1,448,0.37
0.002132196,1,469,0.47
0.002421308,1,413,66.3
0.002178649,1,459,0.13
0,0,402,0
0.002207506,1,453,0
0.002493766,1,401,0
0.002212389,1,452,0
0.001669449,1,599,0.05
0.001683502,1,594,0.45
0.001915709,1,522,0.29
0.001669449,1,599,0.96
0.001672241,1,598,1.44
0.00172117,1,581,2.11
0.00234192,1,427,0.16
0.001838235,1,544,0.15
0.002493766,1,401,0.15
0.001897533,1,527,1.09
0.001923077,1,520,0.29
0.002262443,1,442,0.3
0.001680672,1,595,0.46
0,0,593,0.14
0.001692047,1,591,0
0.001703578,1,587,0.08
0,0,118,0
0,0,25,0.17
0.001689189,1,592,0.03
0.001715266,1,583,0.42
0.002487562,1,402,0.22
0.001669449,1,599,0.48
0.001672241,1,598,0.35
0.001669449,1,599,0.32
0.001677852,1,596,0
0.001669449,1,599,0.3
0.001689189,1,592,0.03
0.001697793,1,589,1.02
0.001692047,1,591,0.55
0.001893939,1,528,0.06
0.00212766,1,470,0.93
0.002132196,1,469,1.32
0.002232143,1,448,0
0.002257336,1,443,0
0.001703578,1,587,0.11
0.001996008,1,501,0.21
0.001851852,1,540,0.28
0.001669449,1,599,0.13
0.001686341,1,593,0.12
0.001677852,1,596,0.49
0,0,434,0.34
0,0,449,0.11
0,0,384,0.09
0,0,375,0.09
0,0,270,0.21
0.001669449,1,599,0.39
0.001683502,1,594,0.08
0.001689189,1,592,0
0.001730104,1,578,0.1
0.001745201,1,573,1.76
0.001798561,1,556,2.64
0.001801802,1,555,0.89
0.001669449,1,599,0.36
0.001672241,1,598,0.29
0.001686341,1,593,0.12
0,0,543,0.01
0.001845018,1,542,0.3
0.001858736,1,538,1
0.001908397,1,524,0.33
0.001675042,1,597,0.05
0.001697793,1,589,0
0.001669449,1,599,0.05
0.001689189,1,592,0.88
0,0,598,0.02
0.001745201,1,573,0.05
0.001669449,1,599,0.27
0.001675042,1,597,0.09
0.001672241,1,598,0.19
0.001675042,1,597,0.57
0.001677852,1,596,0
0.001680672,1,595,0.01
0.001683502,1,594,0.07
0,0,592,0.08
0.001697793,1,589,0.23
0.002304147,1,434,1.18
0.001706485,1,586,1.96
0.001712329,1,584,0.41
0,0,536,0.51
0.001669449,1,599,0.32
0.001876173,1,533,1.11
0.002227171,1,449,0.12
0,0,415,0.01
0.001669449,1,599,0.2
0.001675042,1,597,0.09
0.001680672,1,595,0.73
0.001785714,1,560,1.52
0.002123142,1,471,1.38
0.001669449,1,599,0.05
0.002380952,1,420,1.71
0,0,367,0.05
0.002369668,1,422,0.08
0,0,366,0.21
0.002392344,1,418,0.13
0.002398082,1,417,0.36
0.002439024,1,410,0.54
0,0,410,0.34
0,0,410,8.11
0,0,410,50.83
0,0,353,0
0,0,350,0
0.0025,1,400,0
0,0,333,0
0,0,333,0
0,0,383,0
0,0,333,0
0,0,383,0
0,0,333,0
0,0,383,0
0,0,331,0
0,0,375,0
0,0,374,0
0.001733102,1,577,0.35
0,0,534,0
0.001672241,1,598,0.07
0.001675042,1,597,0.16
0,0,568,0.06
0,0,236,0
0.001669449,1,599,0.01
0,0,599,0.11
0.001669449,1,599,0.48
0.001677852,1,596,0.05
0.001689189,1,592,0.79
0.00170068,1,588,1.9
0.001669449,1,599,0.45
0.001672241,1,598,0.46
0.001675042,1,597,0.79
0.001677852,1,596,0.36
0.001760563,1,568,1.34
0,0,445,0.22
0,0,297,0.21
0.001669449,1,599,0.05
0,0,600,1.05
0,0,395,0.45
0.002487562,1,402,0.89
0,0,361,0
0,0,361,0
0,0,361,0
0,0,358,0
0,0,358,0
0,0,358,0
0,0,248,0
0,0,358,0
0,0,247,0
0,0,247,0
0,0,247,0
0,0,348,0
0,0,244,0
0,0,347,0
0,0,569,0.03
0,0,185,0.26
0,0,42,1.29
0.001669449,1,599,0.14
0.001672241,1,598,0.07
0.00172117,1,581,0.89
0.002016129,1,496,0
0.002487562,1,402,0.52
0.001669449,1,599,0.05
0.001828154,1,547,0.31
0.002304147,1,434,3.63
0.002457002,1,407,0
0,0,248,0
0,0,504,0.34
0,0,360,0.71
0.001736111,1,576,0.22
0.00177305,1,564,1.95
0,0,549,0.44
0.001926782,1,519,0.16
0.001831502,1,546,0.12
0.001834862,1,545,0.22
0.001858736,1,538,0.11
0.001992032,1,502,0
0.002070393,1,483,0.05
0.002118644,1,472,4.43
0.001680672,1,595,0.12
0.002237136,1,447,0
0.001788909,1,559,1.49
0.002109705,1,474,0.4
0.002469136,1,405,0.11
0.00228833,1,437,0
0.002293578,1,436,0.05
0.002320186,1,431,0.12
0,0,378,0.05
0.001677852,1,596,0.05
0,0,575,0.37
0.001897533,1,527,0.35
0,0,97,0.07
0.001675042,1,597,0.19
0,0,597,0.57
0,0,594,0.5
0.001730104,1,578,0.06
0.001733102,1,577,0.24
0.001724138,1,580,1.78
0.002164502,1,462,0
0.00174216,1,574,0.18
0.001683502,1,594,0.08
0.001960784,1,510,0.58
0.002331002,1,429,0
0,0,600,0.54
0,0,597,0.08
0,0,600,0.03
0.001669449,1,599,0.13
0,0,599,0
0.001766784,1,566,0.13
0,0,402,0.12
0,0,597,0.16
0.001689189,1,592,0.66
0.001677852,1,596,0.07
0,0,459,0
0.001669449,1,599,0.59
0.001669449,1,599,0.15
0.001677852,1,596,0.05
0.00177305,1,564,1.19
0.001669449,1,599,0
0.001785714,1,560,0.6
0,0,9,0.02
0.001715266,1,583,0.05
0.001724138,1,580,0.13
0.001763668,1,567,1.22
0.001757469,1,569,0.08
0.001912046,1,523,0.03
0.001669449,1,599,0.3
0,0,599,0.19
0.001672241,1,598,0.57
0,0,566,0.12
0.001814882,1,551,0.35
0.002096436,1,477,1.19
0.00234192,1,427,2.24
0,0,417,0.07
0.001669449,1,599,0.05
0.001754386,1,570,3.56
0,0,465,3.26
0.001692047,1,591,0.13
0.001686341,1,593,0.11
0.001869159,1,535,0.01
0.001972387,1,507,0.13
0.001976285,1,506,0.11
0.002004008,1,499,0
0.002008032,1,498,0.07
0.001669449,1,599,0.37
0.001680672,1,595,0.06
0.00170068,1,588,0.99
0.001703578,1,587,1.21
0.00173913,1,575,0.01
0.00172117,1,581,0.88
0.001669449,1,599,0.12
0.001686341,1,593,0.24
0.00177305,1,564,0.33
0,0,402,0.14
0.001706485,1,586,0.12
0.001672241,1,598,0.69
0.001748252,1,572,0.22
0.001675042,1,597,0.01
0,0,600,0.05
0,0,600,0.01
0.001669449,1,599,0.28
0.001694915,1,590,0.19
0.00174216,1,574,0.13
0.001901141,1,526,0.12
0.002358491,1,424,0
0.0025,1,400,0
0,0,600,0.32
0,0,598,0.4
0,0,598,0.01
0.001897533,1,527,0.06
0.001855288,1,539,0.11
0.001964637,1,509,0.08
0.00209205,1,478,0.05
0.002155172,1,464,0.04
0.002159827,1,463,0.08
0.002242152,1,446,1.53
0.002212389,1,452,0.09
0.002217295,1,451,0.31
0.002415459,1,414,0
0.002262443,1,442,0
0,0,600,0.13
0.001669449,1,599,0.13
0,0,260,0.15
0.001669449,1,599,0.05
0,0,587,0.06
0.00174216,1,574,0.08
0,0,397,0
0,0,367,0
0,0,30,0
0,0,30,0
0,0,30,0
0,0,590,0.04
0,0,591,0.03
0,0,269,0.47
0.001669449,1,599,0
0.001763668,1,567,0.13
0.001851852,1,540,0
0.001736111,1,576,0.05
0,0,12,0.03
0,0,7,1.34
0,0,7,0.71
0,0,131,0.29
0,0,7,0.02
0.001890359,1,529,3.53
0,0,582,0.27
0.001893939,1,528,0.19
0.00212766,1,470,0.33
0.002247191,1,445,0.11
0.001669449,1,599,0.05
0.001672241,1,598,0.01
0.001675042,1,597,0.07
0,0,597,0.16
0.001709402,1,585,0
0,0,587,0.03
0.001769912,1,565,2
0.001919386,1,521,0.14
0.002053388,1,487,0.08
0.002057613,1,486,0.06
0,0,480,1.06
0.00210084,1,476,0
0,0,599,0.09
0.001912046,1,523,0.01
0,0,237,0
0,0,237,0
0,0,163,0
0.001669449,1,599,0.13
0.001672241,1,598,0.89
0.001751313,1,571,1.73
0.001926782,1,519,0.04
0,0,534,0.25
0.002066116,1,484,0.28
0.002028398,1,493,0.4
0.002083333,1,480,1.15
0.002087683,1,479,0.03
0,0,476,0.32
0.002188184,1,457,0.11
0.002267574,1,441,0.11
0.002252252,1,444,5.11
0.002257336,1,443,2.29
0.002392344,1,418,53.41
0.002267574,1,441,8.31
0,0,416,0
0,0,416,0
0.002304147,1,434,0
0.002309469,1,433,0
0.002421308,1,413,0
0.002427184,1,412,0
0.001669449,1,599,0.3
0.001672241,1,598,0.48
0.001680672,1,595,0.06
0.001706485,1,586,0.68
0.002079002,1,481,0.16
0,0,480,0.09
0.001669449,1,599,0.23
0.001686341,1,593,0.11
0.002188184,1,457,0.09
0,0,307,0.25
0.001677852,1,596,0.07
0.001669449,1,599,0
0.001672241,1,598,0.22
0,0,596,0.44
0,0,594,0.17
0.001908397,1,524,0.34
0.001757469,1,569,0.06
0.002237136,1,447,0.13
0.002242152,1,446,0.51
0.002004008,1,499,0.28
0.002169197,1,461,1.6
0,0,598,0.12
0.001680672,1,595,1.21
0.001706485,1,586,2.37
0.001669449,1,599,0.13
0,0,599,0
0.001680672,1,595,0.28
0.001689189,1,592,0.76
0.001675042,1,597,0.04
0.001706485,1,586,0.1
0.001757469,1,569,0.02
0.001858736,1,538,1.84
0.002114165,1,473,0.29
0.002247191,1,445,0.11
0,0,359,0.21
0,0,327,0
0.001675042,1,597,0.11
0.001686341,1,593,0.36
0,0,589,0.77
0.001754386,1,570,0.11
0.001821494,1,549,0.35
0.001869159,1,535,0.73
0.001675042,1,597,0.01
0.001808318,1,553,0.69
0,0,574,0.39
0.001937984,1,516,0.1
0,0,521,0.04
0.002469136,1,405,0.64
0,0,514,0.07
0.002475248,1,404,0.06
0.0025,1,400,0
0.001686341,1,593,2.62
0.001675042,1,597,0
0.001669449,1,599,0.05
0.001683502,1,594,0.72
0.001669449,1,599,0.05
0.001675042,1,597,0.99
0.001677852,1,596,0.86
0.001727116,1,579,0.01
0,0,239,0
0.001669449,1,599,0.36
0.001677852,1,596,0.27
0.001694915,1,590,0.62
0.001730104,1,578,0.01
0.001779359,1,562,1.47
0.002178649,1,459,0.17
0.001675042,1,597,0.13
0,0,598,0.11
0,0,576,0.05
0,0,398,0.03
0,0,296,2.48
0.001689189,1,592,0.14
0.001680672,1,595,0.1
0.001689189,1,592,0.02
0.001669449,1,599,0.05
0,0,599,0.01
0,0,582,0.2
0.001669449,1,599,0.03
0.001848429,1,541,0.04
0.001941748,1,515,0.59
0.002197802,1,455,0
0.001669449,1,599,0.3
0.001893939,1,528,0.22
0,0,510,0.13
0.002004008,1,499,0.08
0.00204499,1,489,0.21
0,0,322,0
0,0,322,0
0.001669449,1,599,0.05
0.001980198,1,505,0
0,0,598,0.11
0,0,597,0.27
0.001677852,1,596,0.07
0.001680672,1,595,0.03
0.001692047,1,591,0.27
0.001689189,1,592,0.28
0,0,591,0.2
0.002277904,1,439,0.14
0.001689189,1,592,0.36
0,0,220,0.02
0,0,507,0.05
0.002375297,1,421,0.84
0,0,267,1.52
0.001677852,1,596,0.02
0.002057613,1,486,0
0.001669449,1,599,0.13
0,0,599,0.13
0.001675042,1,597,0.4
0,0,597,0.04
0.001677852,1,596,0.51
0.001680672,1,595,0.02
0,0,595,0.54
0,0,479,3.39
0.001712329,1,584,0
0.001669449,1,599,0.68
0.001672241,1,598,0.11
0.001675042,1,597,0.01
0.001748252,1,572,0.17
0.001792115,1,558,4.46
0,0,558,0.13
0.001848429,1,541,5.5
0,0,597,0.05
0.002415459,1,414,0
0.001672241,1,598,0.09
0.001689189,1,592,0.13
0.001718213,1,582,0.11
0,0,136,0.12
0,0,9,0
0.001669449,1,599,0.05
0.001669449,1,599,0.04
0.00203252,1,492,2.73
0,0,309,0
0,0,597,0.08
0.001677852,1,596,0.23
0,0,596,0.35
0.001680672,1,595,0.5
0.001736111,1,576,3.13
0.002257336,1,443,1.46
0.001805054,1,554,0.13
0.001876173,1,533,7.93
0,0,527,0
0.001697793,1,589,0.24
0.001730104,1,578,0
0.001748252,1,572,0.02
0.002439024,1,410,0
0,0,376,8.88
0,0,376,10.21
0,0,43,0.65
0.001792115,1,558,0.09
0.001669449,1,599,0.09
0.001680672,1,595,0.21
0.001872659,1,534,0.09
0,0,65,0.38
0,0,151,0
0,0,145,0
0,0,600,0.27
0,0,600,0.23
0.001715266,1,583,2.31
0,0,583,1.78
0.001718213,1,582,2
0.001754386,1,570,0.24
0.002020202,1,495,0
0.002074689,1,482,0.11
0,0,481,0
0.002083333,1,480,0
0.001680672,1,595,0.35
0.002057613,1,486,0
0.001754386,1,570,0.24
0.001769912,1,565,0.2
0,0,539,0
0.001912046,1,523,5.4
0.001956947,1,511,0.24
0.002024291,1,494,0.33
0.002150538,1,465,0.22
0.002217295,1,451,5.84
0.002247191,1,445,0
0.001669449,1,599,0.05
0.001672241,1,598,0.16
0.001858736,1,538,0.69
0.001669449,1,599,0.3
0.001669449,1,599,0.54
0,0,597,0.08
0.001672241,1,598,0.35
0.001675042,1,597,0.5
0.001677852,1,596,0.46
0.001680672,1,595,0.73
0,0,474,0.14
0,0,181,0.04
0,0,168,0.15
0.001805054,1,554,0.21
0,0,600,0.01
0,0,600,0.13
0,0,600,0.54
0.00174216,1,574,0.39
0,0,226,0.47
0.001669449,1,599,0
0.001712329,1,584,0.13
0,0,497,0
0.001733102,1,577,0.03
0,0,530,0.05
0.002004008,1,499,0.06
0.00210084,1,476,0
0.002145923,1,466,0.15
0.001669449,1,599,0.05
0,0,600,0.82
0.001672241,1,598,0.5
0.001669449,1,599,0.99
0.001686341,1,593,0.04
0.001923077,1,520,0.95
0.001926782,1,519,0.2
0.002331002,1,429,2.39
0.002155172,1,464,0
0.001669449,1,599,0
0,0,593,0.05
0.00172117,1,581,0.64
0.001733102,1,577,0.09
0.001934236,1,517,0.08
0,0,546,0.11
0.001960784,1,510,7.45
0.001984127,1,504,5.2
0.001988072,1,503,2.42
0.002192982,1,456,0.09
0.00228833,1,437,0.17
0,0,383,0.41
0.002347418,1,426,2.65
0.002352941,1,425,1.19
0.002358491,1,424,0.36
0.002444988,1,409,0.89
0,0,384,46.08
0,0,369,0.02
0.001675042,1,597,0.01
0.001680672,1,595,0.42
0.001692047,1,591,0.43
0.00170068,1,588,0.34
0.001763668,1,567,0.68
0.001890359,1,529,0.08
0,0,488,0.14
0.002192982,1,456,0
0,0,594,0.19
0.001686341,1,593,0.08
0.001689189,1,592,0.2
0.001669449,1,599,0.05
0.001672241,1,598,0.01
0,0,433,0.14
0,0,402,0.53
0.001669449,1,599,0.05
0.001703578,1,587,0.14
0.00170068,1,588,0.02
0.001675042,1,597,0.01
0.001669449,1,599,0.05
0,0,599,0.01
0.001814882,1,551,0.03
0.002008032,1,498,0.05
0.002183406,1,458,0.94
