Timeratio,TimeInt,Timet,evadiff
0.001897533,1,527,0.46
0.001886792,1,530,0
0,0,530,0.1
0.001669449,1,599,0.03
0,0,600,0.19
0.001680672,1,595,0.27
0.001689189,1,592,0.24
0,0,594,0.17
0.001669449,1,599,0.32
0.001672241,1,598,1.25
0.001675042,1,597,0.59
0.001683502,1,594,0.31
0.001677852,1,596,0.21
0,0,596,0.08
0.001748252,1,572,0.11
0.001838235,1,544,0.33
0.001865672,1,536,0.6
0.001945525,1,514,0.03
0.002004008,1,499,1.28
0.00210084,1,476,0
0.001669449,1,599,0.13
0.001709402,1,585,0.87
0,0,563,0.08
0.001945525,1,514,0.31
0.002262443,1,442,0
0.002,1,500,0
0.002277904,1,439,0
0,0,365,0.12
0,0,594,0.47
0.001680672,1,595,1.58
0.001683502,1,594,4.35
0.001703578,1,587,0.07
0,0,599,0.21
0.001683502,1,594,1.38
0.002118644,1,472,0.1
0.001712329,1,584,0.23
0,0,549,0.78
0,0,390,0.42
0,0,304,0
0.001672241,1,598,0.01
0.001686341,1,593,0.66
0.001683502,1,594,0
0.002309469,1,433,0.53
0.001715266,1,583,0.25
0.001745201,1,573,0.03
0.001754386,1,570,0.73
0,0,474,0
0.001980198,1,505,1.5
0.002444988,1,409,0.32
0,0,285,0.16
0,0,196,0
0,0,196,0
0.001669449,1,599,0.01
0.001672241,1,598,0.13
0,0,522,0.28
0.001669449,1,599,0.05
0.001692047,1,591,0.09
0.001724138,1,580,0.49
0.001785714,1,560,0
0,0,600,0.05
0.00170068,1,588,0.61
0.001669449,1,599,0
0.001675042,1,597,0
0.001677852,1,596,0.42
0.002207506,1,453,0.36
0,0,339,0.31
0.001669449,1,599,0.48
0.001672241,1,598,0.04
0.001675042,1,597,0.46
0,0,596,0.25
0.001669449,1,599,0.32
0.001672241,1,598,0.1
0.001675042,1,597,0.36
0.001680672,1,595,0.35
0.002083333,1,480,0.05
0.001669449,1,599,0
0.001703578,1,587,0
0.001706485,1,586,0.59
0.001851852,1,540,0.01
0.002493766,1,401,0.1
0,0,600,0
0.001675042,1,597,0
0,0,593,0.24
0.001689189,1,592,0.21
0.001669449,1,599,0.06
0.001669449,1,599,0.54
0.001672241,1,598,0.37
0,0,598,0.05
0,0,598,0
0,0,597,0.11
0.001686341,1,593,0.31
0,0,565,0.22
0.001677852,1,596,0.01
0.001715266,1,583,0.16
0,0,549,0.01
0,0,494,0
0.002364066,1,423,0
0,0,296,0
0.001686341,1,593,0.07
0.001686341,1,593,0.27
0.001727116,1,579,0.11
0.001795332,1,557,0.07
0.001865672,1,536,0
0.001945525,1,514,0.03
0.001968504,1,508,0
0.00170068,1,588,0.36
0.001683502,1,594,0.03
0.001848429,1,541,0.23
0.001669449,1,599,0.4
0.001669449,1,599,0
0.002074689,1,482,0.05
0.001669449,1,599,0.12
0.001672241,1,598,0.27
0.001675042,1,597,0.43
0.001677852,1,596,0.08
0,0,488,2.22
0,0,266,0.05
0,0,238,0.18
0.001669449,1,599,0.05
0.001669449,1,599,0.45
0.001814882,1,551,0.27
0.001851852,1,540,0
0.001675042,1,597,0.46
0.001851852,1,540,0.8
0.001669449,1,599,0
0.002386635,1,419,0.4
0.001694915,1,590,0
0.001834862,1,545,0.21
0.002386635,1,419,0.07
0.002262443,1,442,0.03
0.002469136,1,405,0.1
0.002457002,1,407,0.11
0.001686341,1,593,2.76
0.001689189,1,592,0.12
0,0,592,0
0.001692047,1,591,0.66
0.001694915,1,590,1.6
0.001697793,1,589,1.51
0.001712329,1,584,0.41
0.001848429,1,541,0
0.001669449,1,599,0.28
0.001672241,1,598,0.33
0.001680672,1,595,0.07
0.001683502,1,594,0
0.001686341,1,593,0.09
0.001730104,1,578,0
0,0,579,0.1
0,0,10,0.03
0,0,10,0
0,0,11,0
0,0,9,0.18
0,0,9,0.91
0,0,9,0.63
0,0,8,0
0,0,8,0
0,0,8,0
0,0,7,0
0.00245098,1,408,0.16
0,0,112,0
0,0,111,0
0,0,111,0
0.001689189,1,592,0.51
0.001730104,1,578,0.17
0.00174216,1,574,0.76
0.001828154,1,547,0.02
0.002183406,1,458,0.16
0.001960784,1,510,0
0.001980198,1,505,0
0,0,487,0.65
0.001669449,1,599,0.05
0.001718213,1,582,0.08
0.00204918,1,488,0.39
0.001669449,1,599,0.05
0.001672241,1,598,0.08
0,0,484,0.07
0.001680672,1,595,1.05
0.00203252,1,492,0
0.002145923,1,466,0.01
0.001669449,1,599,0.05
0.001748252,1,572,0.37
0.001669449,1,599,0.09
0,0,599,0.14
0,0,599,0.25
0.001672241,1,598,0.12
0,0,598,0.47
0,0,598,0.48
0.001677852,1,596,0.77
0.001851852,1,540,0
0.001669449,1,599,0.05
0.001845018,1,542,0.03
0,0,321,0
0,0,319,0
0,0,314,0
0.001669449,1,599,0.05
0.001672241,1,598,0.16
0.001675042,1,597,1.81
0,0,572,0.44
0.00177305,1,564,0.32
0.002012072,1,497,0.83
0,0,445,0.76
0.00228833,1,437,0.08
0.002293578,1,436,0.07
0.002298851,1,435,0.07
0.002475248,1,404,0.56
0.001677852,1,596,0.09
0.001763668,1,567,0.83
0.002202643,1,454,0.17
0,0,451,0.22
0.001675042,1,597,0.01
0.001680672,1,595,0.12
0.001972387,1,507,0.58
0.00173913,1,575,0.08
0.001821494,1,549,0.03
0.002096436,1,477,1.5
0.00245098,1,408,0.1
0.002202643,1,454,0.26
0.002358491,1,424,0.93
0.002398082,1,417,0
0,0,417,0
0.001669449,1,599,0.02
0.001886792,1,530,0.1
0.001669449,1,599,0.36
0.001672241,1,598,0.29
0.001680672,1,595,1.49
0.001683502,1,594,1.14
0.001675042,1,597,0.58
0.001677852,1,596,0.03
0.001683502,1,594,0.01
0.001798561,1,556,0.15
0.001811594,1,552,0.08
0.002242152,1,446,0.04
0.001669449,1,599,0.09
0.001677852,1,596,0
0,0,141,0.07
0.00170068,1,588,0.11
0.001712329,1,584,0.02
0.001715266,1,583,0.39
0.001976285,1,506,0.32
0.001683502,1,594,0.65
0.001937984,1,516,0.66
0.001811594,1,552,3
0.001692047,1,591,0.36
0.001683502,1,594,0
0.002040816,1,490,0.24
0.001703578,1,587,1.79
0,0,58,0.16
0.001675042,1,597,0.15
0,0,122,0
0,0,122,1.07
0,0,122,0.94
0,0,2,0
0,0,2,0
0,0,2,0
0,0,2,0
0,0,1,0
0,0,386,0
0.002463054,1,406,0
0.001677852,1,596,0.11
0.001680672,1,595,0.44
0.001706485,1,586,1.14
0,0,586,7.57
0.001680672,1,595,0.88
0.002257336,1,443,0
0.001754386,1,570,0.1
0.001669449,1,599,0.05
0.001672241,1,598,0.08
0.001675042,1,597,0.17
0.001677852,1,596,0.03
0,0,593,0.73
0.00174216,1,574,0.39
0,0,394,0.13
0,0,318,0.17
0.00234192,1,427,1.44
0.001669449,1,599,0
0.001675042,1,597,0.08
0.001683502,1,594,0.23
0.001692047,1,591,0.13
0.001675042,1,597,0.01
0.001848429,1,541,0.06
0.002178649,1,459,0
0.002183406,1,458,0
0.001801802,1,555,0.21
0,0,596,0.03
0.001692047,1,591,0.15
0,0,598,0.19
0.001727116,1,579,0.15
0.001680672,1,595,0
0.001730104,1,578,0.49
0.001782531,1,561,0.04
0.001669449,1,599,0
0.001675042,1,597,0.14
0.001677852,1,596,0.03
0.002008032,1,498,2.05
0.001675042,1,597,0.16
0,0,587,0.07
0.001689189,1,592,1.68
0,0,354,0
0.001669449,1,599,0.12
0,0,69,0
0.001703578,1,587,0.29
0.001675042,1,597,0.4
0.001677852,1,596,0.05
0.001680672,1,595,0.01
0.001683502,1,594,0.14
0.001686341,1,593,0.46
0,0,586,0.1
0,0,573,0.06
0,0,572,0.2
0,0,569,0.12
0,0,565,0.47
0.002227171,1,449,0.02
0.001669449,1,599,0.2
0,0,198,0.08
0.002403846,1,416,0.2
0,0,135,1.09
0,0,379,0
0,0,105,0
0,0,374,0
0,0,104,0
0,0,374,0
0,0,374,0
0,0,103,0
0,0,103,0
0,0,372,0
0,0,96,0
0.001669449,1,599,1.12
0.001672241,1,598,0.74
0.001675042,1,597,0
0.00228833,1,437,0.12
0.002331002,1,429,0.31
0.001675042,1,597,0.01
0.001808318,1,553,0.14
0,0,288,0.36
0.001669449,1,599,0.3
0,0,204,0.13
0,0,179,0.77
0.001675042,1,597,0.33
0.001689189,1,592,2.15
0.001730104,1,578,0.09
0.001760563,1,568,0.14
0.001736111,1,576,0.07
0.001964637,1,509,0.36
0.001669449,1,599,0.05
0,0,589,0
0.001824818,1,548,0.28
0.001838235,1,544,0.08
0.001988072,1,503,0.34
0,0,162,0.14
0.001672241,1,598,0.65
0.001686341,1,593,0.04
0,0,583,0.11
0.001980198,1,505,3.29
0.001669449,1,599,0.7
0.001672241,1,598,0.81
0.001930502,1,518,0.08
0.001785714,1,560,3.85
0.002487562,1,402,0.07
0.001980198,1,505,0.01
0.001984127,1,504,0.09
0,0,473,0.18
0.002409639,1,415,5.85
0.001680672,1,595,0.69
0.001675042,1,597,0
0,0,593,0
0.001689189,1,592,0.09
0.001692047,1,591,1.68
0.001694915,1,590,0.54
0.002004008,1,499,0.27
0.001694915,1,590,0.17
0.001715266,1,583,0
0,0,573,1.22
0.001915709,1,522,0
0.001953125,1,512,0.08
0,0,512,0.11
0.001968504,1,508,0.12
0.00203666,1,491,3.8
0.002415459,1,414,0
0,0,486,0
0.00245098,1,408,0
0.002061856,1,485,0
0,0,532,13.77
0.001669449,1,599,0.05
0.001672241,1,598,0.08
0.001672241,1,598,0.42
0,0,596,0.19
0,0,410,0.09
0,0,258,0.57
0.001669449,1,599,0.93
0.001672241,1,598,0.57
0.001709402,1,585,0.08
0,0,600,0.14
0.001703578,1,587,0.03
0.002188184,1,457,0.43
0.001788909,1,559,0.37
0.001976285,1,506,0.35
0,0,471,0.68
0.001876173,1,533,9.17
0,0,288,0.23
0.001876173,1,533,0.1
0,0,600,0.05
0.001669449,1,599,0.05
0.002173913,1,460,0.05
0,0,396,0.14
0.001908397,1,524,0.29
0.001686341,1,593,0.12
0,0,589,0.03
0.001706485,1,586,0.37
0.001709402,1,585,0.2
0.001712329,1,584,0.49
0.002415459,1,414,0.02
0,0,597,0.24
0.001818182,1,550,1.41
0.001821494,1,549,0.07
0.001669449,1,599,0.05
0.001718213,1,582,0.08
0.002192982,1,456,0
0.001672241,1,598,0.09
0.001760563,1,568,1.99
0,0,568,0.23
0.00204499,1,489,0.5
0,0,488,5.43
0.002053388,1,487,0.16
0,0,485,0
0,0,522,2.77
0.001980198,1,505,0.07
0.002232143,1,448,0.24
0.002247191,1,445,0.91
0.002252252,1,444,1.53
0,0,600,0
0.001669449,1,599,0.07
0.001669449,1,599,0.3
0,0,599,0.17
0.001669449,1,599,0.71
0.001779359,1,562,0.15
0,0,569,0.38
0,0,379,0.16
0,0,379,0.1
0,0,155,0
0.001669449,1,599,0.01
0.001712329,1,584,0.74
0.00174216,1,574,2.92
0.001766784,1,566,2.25
0.001669449,1,599,0.67
0.001694915,1,590,0.83
0.002004008,1,499,0.06
0.002277904,1,439,0.23
0,0,52,0
0,0,32,0
0.001706485,1,586,0.18
0.001692047,1,591,0.06
0.001912046,1,523,0.08
0.001669449,1,599,0.05
0.001669449,1,599,0.54
0.002159827,1,463,0.14
0.001669449,1,599,0.87
0.002164502,1,462,2.21
0.001930502,1,518,0.23
0,0,207,2.6
0,0,200,0.6
0.002237136,1,447,0.22
0.002262443,1,442,0.24
0,0,165,0.09
0.002267574,1,441,0.21
0.002469136,1,405,8.24
0,0,112,0
0,0,600,0.3
0.001669449,1,599,0.24
0.001672241,1,598,0.05
0.001801802,1,555,0.16
0.001669449,1,599,0.32
0.001672241,1,598,0.1
0,0,566,0.56
0,0,562,0.31
0,0,126,0.15
0.001669449,1,599,0.54
0.001672241,1,598,0.27
0,0,599,0.01
0.001675042,1,597,0.12
0.001686341,1,593,0.12
0.001697793,1,589,1.57
0.001757469,1,569,0.42
0,0,317,0.01
0.001669449,1,599,0.05
0.001672241,1,598,0.01
0.001669449,1,599,0.05
0.001672241,1,598,0.01
0.001782531,1,561,0.33
0.001782531,1,561,0.1
0,0,522,0
0.001669449,1,599,0.05
0.001675042,1,597,0
0.001677852,1,596,0.07
0.001680672,1,595,0.61
0.00210084,1,476,1.42
0.002105263,1,475,8.3
0,0,293,0
0,0,222,0.01
0.001669449,1,599,0.32
0.001814882,1,551,1.5
0,0,70,42.15
0.001727116,1,579,0.07
0.001697793,1,589,0
0,0,541,0.04
0.001968504,1,508,0.09
0.001972387,1,507,0.2
0.002222222,1,450,0.02
0.001763668,1,567,0.35
0.002309469,1,433,0.06
0.001677852,1,596,0.84
0.001703578,1,587,1.24
0.002331002,1,429,3.03
0.001669449,1,599,0.14
0.001677852,1,596,0.12
0.001677852,1,596,0.35
0.001689189,1,592,0
0.001972387,1,507,4.62
0.002040816,1,490,0
0.00204499,1,489,0
0.00204918,1,488,0
0.002053388,1,487,0
0.001669449,1,599,0.37
0,0,599,0.19
0.001677852,1,596,0.34
0.001686341,1,593,0.12
0.001669449,1,599,0
0.001677852,1,596,0.04
0.001683502,1,594,0.03
0.001703578,1,587,0.18
0.001689189,1,592,0.44
0.002212389,1,452,0.28
0,0,117,0.01
0,0,27,0.53
0,0,17,0.02
0,0,17,0.52
0,0,17,0.25
0,0,39,0
0,0,15,0
0,0,13,0
0,0,13,0
0,0,30,0
0,0,12,0
0,0,562,0.17
0.001677852,1,596,0
0.001912046,1,523,0.18
0.001821494,1,549,1.36
0.001669449,1,599,0.05
0.001669449,1,599,0.45
0.001672241,1,598,0.59
0.001680672,1,595,0.25
0.001683502,1,594,0.11
0.001792115,1,558,0.09
0.001795332,1,557,0.46
0.001821494,1,549,0.23
0.001834862,1,545,0.01
0,0,572,0.19
0.001845018,1,542,0.92
0,0,523,2.64
0.002232143,1,448,0.19
0.002237136,1,447,0.03
0.002283105,1,438,0
0.001669449,1,599,0.04
0.001669449,1,599,0.52
0.001672241,1,598,0.1
0.001754386,1,570,2.56
0.002004008,1,499,0.1
0,0,474,0.1
0.001683502,1,594,0.58
0.001686341,1,593,0.65
0.00173913,1,575,0.06
0.00174216,1,574,0.35
0,0,598,0.1
0.001680672,1,595,4.08
0.00170068,1,588,0.15
0,0,559,0.07
0.001908397,1,524,5.37
0,0,524,0.03
0.001686341,1,593,0.96
0,0,102,0
0,0,102,0
0,0,8,0
0,0,8,0
0,0,7,0
0,0,6,0
0,0,6,0
0,0,6,0
0,0,5,0
0,0,85,0
0,0,4,0
0,0,4,0
0,0,4,0
0,0,4,0
0.001669449,1,599,0.05
0,0,599,0.01
0.001672241,1,598,0.07
0,0,589,0.06
0.001718213,1,582,0.41
0.00204499,1,489,0
0,0,434,0.18
0,0,428,5.07
0.00234192,1,427,0
0.002358491,1,424,0
0,0,355,0
0.002364066,1,423,0
0.002369668,1,422,0
0.001680672,1,595,0.25
0.001703578,1,587,0.32
0.001904762,1,525,0.16
0.002375297,1,421,0.43
0.002444988,1,409,0
0.001669449,1,599,0.09
0.001984127,1,504,0.13
0,0,496,0.48
0,0,480,0.01
0.002150538,1,465,0.11
0.002277904,1,439,0.1
0,0,432,0.4
0.002304147,1,434,0.35
0,0,2,0
0,0,2,0
0,0,2,0
0,0,2,0
0,0,2,0
0,0,2,0
0.001669449,1,599,0.05
0.001754386,1,570,0.7
0.001727116,1,579,0.48
0.001730104,1,578,1.48
0,0,297,0
0,0,600,0.5
0,0,600,0.01
0,0,586,0.08
0.001709402,1,585,0.04
0,0,585,0.37
0.001712329,1,584,0.17
0.001858736,1,538,2.26
0,0,510,2.64
0.001669449,1,599,0.06
0.001669449,1,599,0.54
0,0,599,0.05
0.001677852,1,596,0.09
0.001680672,1,595,0.06
0.001683502,1,594,0.73
0.001757469,1,569,0.09
0.001893939,1,528,0
0,0,564,0
0,0,473,0.29
0.001669449,1,599,0.24
0.001675042,1,597,0.33
0,0,501,0.16
0.001848429,1,541,0.02
0.001677852,1,596,0.01
0.001672241,1,598,0.01
0.001677852,1,596,0.07
0.001694915,1,590,0
0,0,576,0
0,0,290,0.31
0,0,2,0
0,0,50,0
0.001669449,1,599,0.81
0,0,595,0.01
0,0,595,0
0.001680672,1,595,0.03
0,0,597,0.11
0.001677852,1,596,0.05
0,0,576,0.09
0,0,67,0
0.001686341,1,593,1.62
0.001669449,1,599,0.3
0,0,599,0.75
0.001672241,1,598,0.85
0.001675042,1,597,0
0,0,581,0.01
0.001712329,1,584,0.08
0,0,583,0.05
0.001788909,1,559,0.54
0.001805054,1,554,0.18
0.001872659,1,534,0.96
0.001876173,1,533,1.02
0,0,600,0.17
0,0,600,0.09
0.001677852,1,596,0.07
0,0,87,0
0,0,77,0
0,0,37,0
0.001677852,1,596,0.08
0.001680672,1,595,0.18
0.001692047,1,591,0.55
0.001694915,1,590,0.85
0,0,600,0.39
0.00174216,1,574,0.89
0,0,532,2.61
0,0,532,0.72
0.002150538,1,465,0
0.001915709,1,522,0
0.001926782,1,519,0
0.001669449,1,599,0.05
0.001683502,1,594,0.03
0.001834862,1,545,0.02
0.001879699,1,532,0.1
0,0,524,0.04
0.002083333,1,480,0
0.001692047,1,591,0.29
0.00173913,1,575,0
0.001805054,1,554,0.08
0.001669449,1,599,0.07
0.002247191,1,445,0.55
0.001715266,1,583,0.09
0.001945525,1,514,0.32
0.002293578,1,436,4.05
0.002314815,1,432,3.31
0,0,428,0.03
0.001669449,1,599,0.05
0.001672241,1,598,0.08
0.001736111,1,576,0
0,0,171,0.12
0,0,41,0
0,0,600,0.08
0,0,600,0.13
0.001976285,1,506,0
0.001669449,1,599,0.05
0.001669449,1,599,0.45
0.001677852,1,596,0.35
0.001686341,1,593,0.43
0.001689189,1,592,0.97
0,0,537,1.82
0.002074689,1,482,0.11
0,0,276,2.43
0,0,276,8.11
0.001672241,1,598,0
0.001855288,1,539,0.29
0.001669449,1,599,0.32
0.002132196,1,469,6.25
0.002057613,1,486,0
0.001680672,1,595,0.26
0,0,326,0
0.001669449,1,599,0.32
0.001683502,1,594,0.3
0,0,291,0.47
0,0,412,0.09
0.001766784,1,566,0.69
0.001669449,1,599,0.05
0.002016129,1,496,0.08
0.002150538,1,465,0.01
0,0,367,0.15
0,0,23,0.1
0,0,7,1.75
0,0,7,0.48
0,0,7,1.49
0,0,6,6.13
0,0,5,0
0,0,3,0
0.001669449,1,599,0.05
0.001669449,1,599,0.04
0.001672241,1,598,0.9
0.001675042,1,597,1.3
0.001669449,1,599,1.04
0,0,591,0
0,0,600,0.05
0,0,600,0.05
0,0,598,0.28
0,0,596,0.25
0.001697793,1,589,0.9
0.00170068,1,588,0.15
0.001689189,1,592,0.07
0.001727116,1,579,0.38
0.001669449,1,599,0.12
0.001754386,1,570,0.23
0,0,528,0.22
0.001672241,1,598,0.12
0.00170068,1,588,3.25
0.001715266,1,583,0.05
0.001788909,1,559,0.57
0,0,17,0.42
0,0,37,73.47
0,0,10,2.26
0,0,8,0
0,0,29,0
0,0,8,0
0,0,29,0
0,0,28,0
0,0,4,0
0.001669449,1,599,0.05
0.001669449,1,599,0.45
0.001751313,1,571,0.21
0.001908397,1,524,2.33
0.001697793,1,589,0.04
0.00170068,1,588,0.1
0.001669449,1,599,0.97
0,0,599,0.09
0.00172117,1,581,0.14
0.001675042,1,597,0.08
0.00170068,1,588,0.16
0.001980198,1,505,0.16
0,0,299,0.04
0,0,297,0.03
0,0,592,1
0,0,598,0
0,0,598,0.12
0,0,116,0.07
0,0,280,0.05
0.001677852,1,596,0.08
0.001680672,1,595,0.18
0.001697793,1,589,0.05
0.001779359,1,562,0
0.001730104,1,578,0.02
0.002074689,1,482,0.04
0,0,600,0.3
0.001669449,1,599,0.66
0.001672241,1,598,0.03
0,0,573,0.45
0.001851852,1,540,0.54
0.002212389,1,452,0.1
0.001808318,1,553,0.31
0.001680672,1,595,0.13
0.001683502,1,594,0.13
0.001715266,1,583,0.16
0.001669449,1,599,0.05
0.001680672,1,595,0.01
0.001748252,1,572,0.18
0.001792115,1,558,0.13
0.001709402,1,585,0.06
0.001669449,1,599,0.24
0.001683502,1,594,0.43
0.001680672,1,595,0.07
0.001683502,1,594,0.06
0.001686341,1,593,0.06
0.001736111,1,576,0
0,0,491,0.24
0.001675042,1,597,0.06
0.001886792,1,530,1.47
0.001669449,1,599,0.05
0.001680672,1,595,0.61
0.001675042,1,597,0.29
0.002469136,1,405,0.09
0,0,411,0.07
0.002439024,1,410,0.73
0.002457002,1,407,0.21
0,0,395,0.11
0.002475248,1,404,0.21
0.00248139,1,403,0.31
0.002487562,1,402,0.29
0,0,402,0.03
0,0,402,0.96
0,0,402,0.76
0.001669449,1,599,0.05
0.001769912,1,565,0.03
0.001672241,1,598,0.08
0.001675042,1,597,0.15
0,0,593,0.16
0,0,593,0.01
0.001709402,1,585,0.73
0.001675042,1,597,0.26
0.001677852,1,596,0
0.001675042,1,597,0.08
0.001960784,1,510,0.14
0,0,600,0.08
0.002178649,1,459,8.17
0.00234192,1,427,0.1
0,0,68,0
0,0,68,0
0,0,67,0
0,0,67,0
0,0,67,0
0,0,67,0
0,0,65,0
0,0,65,0
0,0,61,0
0.001672241,1,598,0.5
0.001675042,1,597,0.34
0.001672241,1,598,0.38
0.001689189,1,592,0.07
0.001733102,1,577,0.12
0.001669449,1,599,0
0.001672241,1,598,0
0.001672241,1,598,0
0.001675042,1,597,0
0.001675042,1,597,0
0,0,593,0.28
0,0,492,0.01
0.002257336,1,443,0.04
0.001669449,1,599,0.32
0.001686341,1,593,0.13
0.00172117,1,581,0.82
0,0,359,0.36
0.001669449,1,599,0.05
0.001669449,1,599,0.09
0,0,599,0.16
0.001677852,1,596,0
0.001680672,1,595,0.04
0.001683502,1,594,0.12
0.002155172,1,464,0.1
0,0,280,0.13
0.001697793,1,589,0.25
0,0,479,0.06
0.001706485,1,586,0.11
0.001792115,1,558,0.04
0.002024291,1,494,0.54
0.002277904,1,439,0.14
0.00170068,1,588,0.78
0,0,89,0
0,0,89,0
0,0,89,0
0,0,82,0
0,0,43,0
0,0,81,0
0,0,42,0
0,0,80,0
0,0,36,0
0,0,36,0
0.001669449,1,599,0
0.001677852,1,596,0
0.001675042,1,597,0.08
0,0,103,0.41
0,0,32,0.53
0,0,15,0
0,0,15,0
0,0,15,0
0,0,402,0.44
0.001890359,1,529,0.22
0.002123142,1,471,0.03
0,0,384,0.12
0,0,600,0.36
0,0,417,1.31
0.001686341,1,593,0.09
0.001689189,1,592,0.56
0.001697793,1,589,0.72
0.00170068,1,588,0.82
0,0,588,0.01
0.002155172,1,464,0.11
0,0,460,0
0,0,401,0
0,0,347,0
0.001677852,1,596,0
0.001683502,1,594,0.13
0,0,257,0.53
0.001675042,1,597,0.3
0.001692047,1,591,0.5
0.001694915,1,590,0.1
0,0,433,0.25
0.002314815,1,432,0.33
0,0,272,0.06
0,0,226,0
0,0,226,0
0,0,120,0
0.001669449,1,599,0
0,0,599,0.15
0.001736111,1,576,0.06
0.002277904,1,439,0.61
0.001669449,1,599,0
0,0,591,0.26
0.001727116,1,579,0.19
0,0,519,0.37
0,0,499,0.01
0,0,341,0.16
0.001669449,1,599,0.05
0.001672241,1,598,0.01
0.001669449,1,599,0.13
0,0,523,0.23
0,0,430,0
0.001683502,1,594,0.2
0,0,540,0.33
0,0,450,0.47
0,0,463,0
0.001672241,1,598,0.01
0.001669449,1,599,0.19
0.001686341,1,593,0.54
0,0,565,0.34
0,0,430,0.08
0,0,157,0.22
0,0,156,0.02
0,0,157,0.42
0.001730104,1,578,0.53
0,0,475,0.08
0,0,420,0.11
0.002252252,1,444,0.52
0.001669449,1,599,0.32
0.001876173,1,533,3.21
0.001669449,1,599,0
0.001675042,1,597,0.15
0,0,598,0.14
0.001680672,1,595,0.04
0,0,598,0.03
0.001675042,1,597,0
0.001692047,1,591,0
0.001677852,1,596,0.46
0.001686341,1,593,0.4
0,0,570,0.09
0.00177305,1,564,0.46
0.002293578,1,436,0
0,0,459,0
0.001930502,1,518,0.07
0,0,281,0.75
0.001669449,1,599,0.05
0,0,480,0.16
0,0,287,0.28
0,0,19,0.17
0,0,3,1.11
0,0,3,0.55
0,0,2,12.4
0.001669449,1,599,0.05
0.001669449,1,599,0.04
0,0,597,0.35
0,0,595,0.03
0.001751313,1,571,0
0,0,24,0.01
0,0,3,0.12
0.001669449,1,599,0.38
0.001672241,1,598,0.21
0.001675042,1,597,0.6
0.001677852,1,596,1.53
0.001697793,1,589,2.91
0.001769912,1,565,0.03
0.001724138,1,580,0.45
0.00177305,1,564,0.04
0.001862197,1,537,0
0.001669449,1,599,0.05
0,0,596,0.21
0.001669449,1,599,0.27
0,0,578,0.28
0.001763668,1,567,0.75
0.001766784,1,566,0.03
0.001831502,1,546,0.44
0,0,600,0.09
0,0,600,0.28
0.001669449,1,599,0.12
0.001694915,1,590,0.04
0.001677852,1,596,0.04
0.002320186,1,431,0
0.00173913,1,575,0.37
0.001876173,1,533,0.08
0.001795332,1,557,0.26
0.001972387,1,507,0.33
0.001669449,1,599,0.07
0.001675042,1,597,0
0.001912046,1,523,0.1
0.002197802,1,455,0.39
0,0,443,0
0.001669449,1,599,0.27
0.001730104,1,578,0.07
0,0,600,0
0.002325581,1,430,0
0.001785714,1,560,0.99
0.002202643,1,454,0.01
0,0,68,0
0,0,58,0
0,0,53,0
0.001686341,1,593,0.28
0.001669449,1,599,0.3
0.002004008,1,499,0.64
0,0,269,0.09
0,0,600,0.3
0.001686341,1,593,0
0.001692047,1,591,0.27
0.001712329,1,584,0.16
0.002178649,1,459,2.5
0,0,485,0.32
0.001669449,1,599,0
0.001672241,1,598,0.22
0.001694915,1,590,0.39
0.001697793,1,589,0.56
0,0,600,0.05
0.001669449,1,599,0.02
0.001672241,1,598,0.02
0.001776199,1,563,1.38
0.001757469,1,569,0.16
0.001953125,1,512,0.23
0,0,514,0.03
0.001680672,1,595,0.84
0.001727116,1,579,0.55
0,0,278,6.15
0.001703578,1,587,0.13
0,0,587,0.25
0.001872659,1,534,0.23
0.001904762,1,525,0.71
0.001890359,1,529,0.45
0.002074689,1,482,0.03
0.00203666,1,491,0.12
0.002040816,1,490,0.12
0.00204499,1,489,0.4
0.002173913,1,460,0.71
0.002352941,1,425,0
0.002358491,1,424,0
0.001669449,1,599,0.05
0.001669449,1,599,0.43
0.001672241,1,598,0.12
0.002409639,1,415,0.12
0,0,600,0.79
0.001669449,1,599,0.06
0.001776199,1,563,0.38
0.001805054,1,554,0.06
0.001879699,1,532,0.21
0.00248139,1,403,2.18
0,0,343,1.99
0,0,211,0
0,0,211,0
0.001669449,1,599,0
0.001680672,1,595,0.33
0.002457002,1,407,3.67
0.001669449,1,599,0
0,0,599,0
0.00170068,1,588,0.16
0.001890359,1,529,0.46
0.002272727,1,440,0.79
0.002293578,1,436,0.16
0.002427184,1,412,0.09
0.001680672,1,595,0.61
0,0,588,0
0.001703578,1,587,0.33
0.001715266,1,583,5.12
0,0,564,2.29
0.001890359,1,529,0.15
0.001669449,1,599,0.3
0.001675042,1,597,0.64
0.001769912,1,565,0.14
0.001703578,1,587,0.06
0.001890359,1,529,0.85
0.001706485,1,586,0.53
0,0,356,0
0.001724138,1,580,2.34
0.001926782,1,519,4.9
0.002247191,1,445,0
0.002352941,1,425,0
0.001669449,1,599,0.05
0.001792115,1,558,2.58
0.002358491,1,424,0.61
0.002364066,1,423,0.19
0.002392344,1,418,0
0,0,51,0
0.001675042,1,597,0.31
0.001686341,1,593,0.22
0.001669449,1,599,0.13
0,0,456,0.03
0,0,374,0
0,0,361,0
0,0,361,0
0,0,30,0
0.001675042,1,597,0.09
0.001757469,1,569,0.11
0,0,600,0.27
0.001669449,1,599,0.03
0.001680672,1,595,0.12
0.001677852,1,596,0.11
0.001792115,1,558,0.08
0.001855288,1,539,0.54
