Timeratio,evadiff
0.001697793,1.67
0.001669449,0.3
0,0.06
0,0
0,0
0,0
0,0
0,0
0.002283105,0
0.00228833,0
0.001733102,0.04
0.001669449,0.51
0.001818182,0
0,0
0,0.38
0,1.01
0.001748252,0.84
0.001751313,0.27
0,2.18
0,1.11
0.001879699,0.21
0.001904762,0.43
0.001908397,0.16
0,0.56
0.001972387,2.31
0.001788909,0.1
0.001879699,0.12
0.001686341,0.02
0.001689189,0.25
0.001692047,0.52
0.00170068,0.07
0.001669449,0.04
0.001675042,0.1
0,0.02
0.001669449,0
0.001677852,0.02
0.001680672,0.05
0,0.27
0.001697793,0.02
0,0.45
0.00170068,0.42
0.001703578,0.36
0.001706485,0
0.001703578,0
0,0.54
0.001669449,0.67
0.001669449,0
0.001672241,0.14
0.001692047,0.04
0,1.62
0.001730104,0.1
0,0.31
0.001669449,0.05
0.001677852,0.25
0.001692047,0.16
0.001715266,0.68
0.001745201,0.82
0,1.05
0.001683502,0.04
0.001745201,0
0.001692047,0.09
0.001848429,0.02
0.002272727,0.22
0.001675042,0.08
0.001727116,4.59
0.001834862,0
0.001669449,0.36
0.001683502,1.27
0,0.19
0,2.55
0,0
0,0
0.001669449,0.2
0.001672241,0.11
0.001675042,0.64
0.001683502,0.03
0.001697793,0
0.001669449,0.05
0.001686341,0.94
0.001785714,0.29
0.002212389,0
0.001988072,0.38
0,0
0,0
0,0
0.001683502,0.12
0.001715266,0.6
0.001968504,0.34
0.002352941,0.26
0.002427184,5.9
0,1.6
0,0.08
0,0
0.001669449,0.05
0.001689189,0.18
0.002212389,0.05
0.002004008,0.06
0.002109705,1.23
0.002380952,68.16
0.002415459,0
0.00170068,0.72
0.001677852,0.27
0.001745201,0.08
0.001811594,0.09
0,0.12
0.002380952,0.66
0.001675042,0.16
0.001926782,0.03
0.002463054,0
0.001669449,0.09
0.001697793,0.11
0.002222222,0.04
0.001890359,0.25
0.001926782,0.13
0.001669449,0.59
0.001798561,2.6
0.002309469,0.21
0.002293578,0.01
0.002380952,0.28
0,0.56
0,0.09
0.001686341,0.05
0.001792115,0.27
0,0.03
0.001808318,0.12
0.002105263,0.16
0.002347418,0.88
0.002398082,0.55
0,0
0,0
0,0
0.001669449,0.37
0,0.23
0.001697793,5.73
0.001669449,0.14
0.001677852,0.01
0,0.43
0,0.07
0.001680672,0.12
0,0.07
0,0
0,0.37
0.001677852,0.18
0.001763668,0.64
0.002439024,0.1
0.00203252,0.15
0,0.09
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.001669449,0.12
0,0
0.001675042,0.61
0.001845018,0.08
0.001669449,0
0.001672241,0.07
0,0.03
0,0.07
0.002347418,0
0.002352941,0
0.002358491,0
0,0
0,0
0.001669449,0.05
0.001672241,0.01
0.001956947,0.22
0.001845018,0.11
0.001669449,0.05
0.001692047,0.07
0.001724138,0.49
0,0.03
0.002197802,0.01
0,0.27
0.001945525,0.06
0.001956947,0.12
0,0.14
0.001669449,0.05
0.001672241,0
0.001675042,0.01
0.001677852,0.1
0,0.07
0.001808318,0
0,1.56
0,0
0,0
0,0
0,0
0,0
0.001811594,0.29
0.001669449,0
0.001672241,0
0.001672241,0
0.001694915,0.73
0.001669449,0.3
0.001677852,0.33
0.001751313,0.02
0.001901141,0.07
0,0.18
0,0.05
0.001669449,0.05
0,0.01
0.001672241,0.07
0.001680672,0.25
0.001869159,0.62
0.001805054,0.18
0,0.41
0.001669449,0
0.001672241,0.15
0,0.14
0,3.57
0.001692047,0.12
0.001763668,0.13
0,0
0.002386635,0.24
0,0.2
0.001669449,0.27
0.001890359,1.31
0.002298851,0.07
0.001672241,0.01
0.001709402,0.28
0,0.25
0.001675042,0.08
0.001669449,0.39
0,1.02
0.001683502,1.23
0.001769912,0.41
0.002247191,0.01
0.001669449,0.05
0.001669449,0
0.001683502,0.73
0.001706485,0.04
0.001904762,0.04
0.001689189,0.5
0.001697793,0.67
0.001709402,0.42
0,0.04
0,0
0,0.03
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.001669449,0
0.001669449,0.05
0.001669449,0.04
0.001675042,0.04
0.001733102,0.3
0.001683502,0.11
0.00170068,0.18
0.001828154,0.04
0.002487562,0
0.002375297,0
0.001669449,0.05
0.001669449,0.05
0.001683502,0.02
0.001712329,0.43
0.001697793,0.08
0,0.24
0.002304147,1.89
0.002298851,2.74
0,0.17
0,0.19
0.001669449,0.08
0.001694915,0.18
0,0.04
0,0.23
0,0.2
0.002222222,0
0.002016129,0.12
0.001669449,0.39
0,0.11
0.001669449,0.05
0.001672241,0.05
0.001686341,0.1
0.001980198,0.03
0.002004008,0.73
0.002123142,0.18
0.001669449,0.33
0,0.09
0.001683502,2.08
0.001824818,0.16
0,0.01
0,0.29
0,7.85
0,0.32
0,0.3
0,0.11
0.001669449,0.27
0.001763668,0.45
0.001751313,0.11
0,0.03
0.001785714,0.37
0.001788909,2.25
0,0.25
0.001669449,0.06
0.001669449,0.54
0.001733102,3.36
0,0.65
0,0.52
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.00177305,2.74
0.001694915,0.16
0.001697793,0.4
0,0.8
0.001760563,0.18
0.001831502,0.23
0,0.69
0.001680672,0.12
0.001680672,0.48
0.001683502,0.37
0,0.1
0.001677852,0.17
0.001692047,0.33
0.001694915,0.05
0.001709402,0.08
0,0.22
0,0
0.001669449,0.1
0.00174216,6.98
0.00170068,0.27
0,0.08
0.001709402,0.23
0,0.11
0,0.05
0.001751313,0.28
0,0.56
0.001805054,1.12
0.001808318,0
0,0
0,0
0.002439024,0
0,0
0,0
0.001831502,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.001841621,0
0.001669449,0.05
0.001672241,0.01
0,0.16
0.001672241,1.22
0.001677852,0.34
0.001689189,0.25
0.001692047,0.13
0.001694915,1.07
0.001697793,0.29
0.00173913,3.49
0.001727116,0.06
0.001672241,0.02
0.001677852,0
0.001680672,0
0,0.05
0,0.52
0.001992032,0.19
0.001669449,0.05
0.001669449,0.04
0.001858736,0.11
0.002325581,0.21
0.002392344,0.07
0,0.3
0.001686341,0.78
0.001669449,0.32
0,0.03
0.001805054,0.04
0,1.44
0,0.42
0.002028398,0.47
0.001736111,8.12
0.001908397,0.15
0.001672241,0.09
0.001703578,0.04
0.001683502,0
0.001686341,0.21
0.001694915,0.33
0.001697793,0.48
0,0.33
0,0.06
0.001669449,0.05
0.001672241,0.08
0,0.02
0.001675042,0
0.001677852,0
0,0.01
0,0.26
0,0.01
0.001675042,0.47
0.001683502,3
0.001686341,0.02
0,0
0,0
0.002155172,0.42
0.001745201,0.46
0.001675042,0.03
0,0.19
0.002008032,0.01
0,0.17
0,0.12
0,0
0,0
0.001808318,13.2
0.001858736,0.13
0.001821494,0
0.001879699,0
0.001890359,0
0,0.79
0,0.06
0.001669449,0.32
0.001677852,0.54
0.001712329,0.09
0,0.95
0.001727116,1.47
0.001841621,1.27
0.001915709,0.11
0,0.27
0.001675042,0.01
0.001992032,0.05
0.00174216,0.97
0,0.04
0,0.86
0.002304147,0.22
0.002331002,0.08
0.002336449,0.3
0.002380952,3.92
0,0
0.002386635,0
0,0
0.002403846,0
0.002421308,0
0.00245098,0
0.001669449,0.05
0.001689189,0.01
0.001697793,0.66
0.001865672,0.07
0,0
0,0
0.002242152,0
0.001692047,0
0,0.31
0.002427184,0.02
0,0
0.001904762,0.78
0.001669449,0.05
0.001675042,0.47
0,0.08
0,0.14
0.00174216,1.67
0.001851852,0.36
0.001855288,0.24
0.001893939,1.67
0.001669449,0.45
0.002028398,0.08
0.002155172,0.01
0.002178649,0.64
0.00234192,0.72
0.001669449,0.24
0.001683502,0.04
0.001697793,0.09
0.002217295,0.06
0,0
0.001669449,1.01
0.001675042,0.34
0.002008032,0.13
0,0.03
0,0.09
0.001669449,0.54
0.001828154,0.05
0.001904762,0.01
0.002016129,0.32
0.001669449,0.96
0.001669449,0.32
0.001677852,0.4
0.001689189,0.22
0.001715266,0.73
0.001669449,0.28
0.001869159,0.48
0,0
0.002325581,0
0.001669449,0.05
0.001697793,0.46
0.001748252,2.56
0.001792115,0.5
0.001858736,0.96
0.001897533,0.79
0.002222222,2.38
0,0.21
0.00174216,0.07
0.001718213,0.34
0.001675042,0.27
0.001689189,0
0.00174216,0.13
0.002304147,0.01
0,0.12
0.001675042,0.44
0,3.09
0,0
0.001694915,0.24
0.002008032,0.51
0,0.35
0.001697793,0.07
0.00170068,0.01
0.001669449,0.05
0.001795332,0
0.001766784,0
0.001904762,0.11
0.001669449,0
0.001733102,0.14
0.001855288,0.01
0.002020202,0.29
0.001669449,0.37
0.001757469,6.29
0.001760563,2.64
0,0.08
0,0.3
0.001669449,0.3
0.001677852,0.57
0.001709402,2.28
0.001694915,0.22
0.001709402,0.11
0.001712329,0.38
0.001883239,0.15
0.001862197,0
0.001672241,0.15
0,0.04
0,0.38
0.001689189,0.09
0.001692047,0.01
0,0.13
0.001669449,0.05
0.001718213,0.37
0.001779359,0.09
0.001808318,6.74
0.001751313,0.03
0,0.17
0.001669449,0.37
0.001672241,0.19
0.001680672,0.08
0.001689189,0.24
0.001692047,0.12
0,0.19
0.001672241,0
0,0.53
0.002380952,0
0,0.03
0,0.1
0.001945525,0.46
0,0.03
0,0
0.001669449,1.13
0.001672241,1
0.001748252,0.1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.001672241,0.2
0.001694915,0.03
0.001908397,0.01
0.002217295,0.24
0.001669449,0.5
0,0.07
0,0.36
0.001669449,0.05
0.001724138,0.05
0,0.45
0.001672241,0.09
0.00170068,0.79
0.001736111,0.2
0.001669449,0.05
0.001669449,0.04
0.001675042,0.1
0.001715266,0.15
0,0.2
0.001669449,0.33
0.001686341,0.43
0.001703578,0.04
0.001669449,0.34
0.001672241,0.71
0.001675042,0.39
0,0.07
0,0.03
0.001692047,0.62
0.001669449,0.05
0.001683502,0.64
0.001694915,0.27
0,0.5
0.001669449,0
0.001672241,0.15
0,0.14
0.001686341,0.06
0.001689189,0.51
0,0.15
0.002141328,0.5
0.001992032,0
0.001680672,0.28
0.001692047,0.09
0.001672241,0
0,0
0,0.23
0,0.01
0.001872659,0.62
0,0
0,6.52
0.001675042,0.4
0.001706485,0.12
0.001677852,1.2
0.001709402,0.37
0.001683502,3.01
0.001669449,0.05
0.001675042,0.33
0.001677852,0.11
0.001941748,0.22
0.002066116,0.24
0,0.08
0,0.15
0,0.31
0,0
0.001669449,0.3
0.001672241,0.24
0,0.06
0.001712329,0.25
0.001730104,0.34
0.002309469,0
0,0.21
0.002364066,0.41
0.002409639,0
0.001675042,0.15
0.001677852,0
0.001680672,1.6
0.001686341,0.11
0.001792115,0.11
0.001769912,0.01
0,0.04
0.001865672,1.65
0.001949318,0.1
0.00209205,0.05
0.002132196,0.06
0.002475248,0.05
0.002320186,0.03
0,52.16
0.00234192,0.74
0.002493766,1.71
0.001669449,0
0.001672241,0.15
0,0.5
0.001680672,0.23
0,0.03
0.001879699,0
0.001677852,0.12
0.002463054,0.15
0.002320186,0.45
0.002463054,0.75
0.00243309,0.93
0.00245098,0.26
0.001669449,0.05
0.001672241,0.08
0.001675042,0.18
0.001677852,0.11
0.001712329,0.35
0.001801802,0.01
0,0.05
0.00204918,0.12
0.002183406,0.09
0.002188184,0.31
0.0025,0.19
0.001709402,0.74
0.001712329,0.15
0,0.21
0.001669449,0.05
0.001672241,0.08
0.001672241,0.02
0.001675042,0.18
0.001677852,0.11
0.001677852,0.08
0.001845018,0.08
0.002016129,2.79
0.002283105,0.06
0.002392344,0.01
0,0
0,0
0,0
0.001669449,0
0,0.24
0.001795332,0.08
0.001904762,0.43
0.002,0.52
0.001669449,0.54
0.001675042,0.08
0.001680672,0.62
0.001703578,0.04
0.001956947,0.1
0.002141328,0.43
0.001677852,0
0.002173913,0.23
0.002118644,0.64
0.002247191,0.51
0.001669449,0.05
0.001697793,0.01
0.001669449,0.13
0.001727116,0.19
0.001814882,0.1
0,0.13
0,0.2
0.002016129,0.01
0.002083333,0.08
0.002123142,0.29
0.001669449,0.2
0.001672241,0.77
0.001675042,0.09
0.001697793,0.02
0,0.01
0,0.03
0.001669449,0.18
0.001672241,0.24
0.001694915,0.2
0.001915709,0.09
0.002028398,0.36
0.002392344,0.04
0.002183406,0.09
0.002188184,0.32
0,0.1
0.002008032,0
0.002012072,0.11
0.001757469,0.08
0.001675042,0
0.001908397,0.42
0.00245098,7.24
0.002207506,0.89
0.00212766,0.25
0.002207506,0.49
0.001669449,0.43
0.001694915,0.11
0.001760563,0.17
0.001782531,0.29
0.001834862,0.07
0.001675042,0.05
0,0.01
0.001686341,0.06
0.001689189,1.1
0.001669449,0
0.001672241,0
0.001675042,0
0,2.02
0,0.07
0.002352941,0.01
0,0.01
0,0.17
0,0
0.001669449,0.06
0.001677852,0.07
0.001677852,0.29
0.00170068,0.01
0.001669449,0.08
0.001709402,0.1
0.001730104,0.11
0.001669449,0.18
0.001672241,0.27
0.00170068,0.02
0.001703578,0.16
0.001669449,0.97
0.001727116,0.14
0.001782531,0.58
0.001798561,0.17
0.00204499,2.19
0.002369668,0.26
0,0.38
0.001669449,0
0.001677852,0.13
0.001669449,0.12
0,0.04
0.001669449,0.09
0.001672241,0.6
0.001709402,1.24
0.001831502,0.14
0,0
0,1.31
0.001680672,0.46
0.001683502,0.38
0.001675042,0.03
0,0.02
0.001677852,0.05
0.001814882,0.14
0.001751313,0.08
0,0.02
0,0.12
0,0
0.001669449,0.37
0.001669449,0.3
0,0.54
0,2.4
0,0
0,0
0,0
0,0
0,0
0.001763668,0.07
0.002040816,2.55
0,0.05
0.001669449,0.01
0.002207506,0.09
0,0.36
0.002352941,0
0.002375297,0.62
0.002386635,0.06
0.002392344,0.61
0.002398082,0
0,0
0,0
0.002493766,0
0.001675042,0.08
0,0
0.001683502,0
0.001718213,0.32
0.001748252,0.17
0.002183406,0.68
0.001953125,0.01
0.001776199,0.08
0.001893939,0.18
0.001672241,0
0.001706485,0.01
0,0.09
0.001727116,0.27
0.00170068,0.22
0.002222222,0.24
0.001757469,0.25
0,0.73
0.001692047,0.02
0.00170068,0.01
0,0.31
0.001703578,0.92
0,0.12
0.001706485,1.31
0.001763668,0.06
0.001766784,6.25
0.001779359,2.52
0.001788909,0
0.001686341,0.29
0.001694915,0.28
0.001730104,0.06
0.001785714,0.34
0.001763668,0.33
0.001669449,0.81
0.001672241,0.28
0.001686341,0
0.001677852,0.03
0.001680672,0.45
0.001692047,0.16
0.001669449,0.59
0.001672241,0.37
0.001923077,0.24
0.002008032,0
0.001686341,0.04
0.001814882,0.04
0.001675042,0.15
0.001680672,0.5
0.001677852,0
0.001733102,0.18
0.001692047,0.04
0.001865672,0.42
0,0.24
0.001669449,0.34
0,0
0,0.33
0.001677852,0.09
0.001677852,0.04
0.001706485,0.69
0.001703578,0.18
0.001706485,0.16
0.001712329,0.2
0.001760563,0.61
0.001776199,0.22
0,0.08
0,0.49
0,0.13
0,44.55
0,8.33
0.001669449,0.05
0,2.75
0.001669449,0.04
0,2.86
0.001709402,0.11
0,0.51
0.001915709,0.5
0.001919386,0.2
0.002066116,0.24
0.00177305,0.56
0.001683502,1.04
0.001776199,0.24
0.001712329,0.45
0.00173913,0.31
0.00174216,1.16
0.001754386,1.39
0.001785714,0.1
0,0.35
0.002222222,0.25
0,0.92
0,0
0,1.18
0.001669449,0.4
0.001677852,0.13
0.001669449,0.04
0.002083333,0.65
0.00172117,0.04
0.001727116,1.7
0.001818182,0.1
0.002,0.15
0.001669449,0
0.001672241,0
0,0
0,0
0.001675042,0.13
0.001677852,0.15
0.001680672,0.39
0.001689189,1.54
0.001709402,0.58
0,0.06
0.001879699,0.6
0.001730104,0
0,0.12
0.001785714,0.47
0.002096436,0
0.001996008,0.64
0,0.07
0.001754386,0
0,0.1
0.001669449,0.05
0,0.08
0,0.11
0.001801802,0.38
0,0.01
0.001672241,0.47
0.00174216,0.2
0.001675042,0.01
0.002105263,0
0.002136752,0.11
0.00203666,5.03
0.001692047,0.19
0.001669449,0.05
0.001669449,0.2
0,0
0.00170068,0.03
0.001724138,0.14
0.001883239,0.12
0.001712329,0.85
0.001715266,0.11
0.001718213,0.06
0.001754386,0.03
0.001669449,0.25
0,0.3
0,0.8
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.001669449,0.05
0.001669449,0.3
0.001805054,0.3
0.00173913,0.12
0.001677852,0.1
0.001680672,0.04
0.001669449,0.06
0.002079002,0
0.001672241,0.1
0.001675042,0.14
0.001677852,0.12
0.001680672,0.54
0,0.15
0.001706485,0.07
0.001703578,0.23
0.001763668,0.03
0.001782531,0.03
0.001811594,0.03
0.001683502,0.01
0.002188184,0.06
0.001795332,0.08
0.001669449,0.13
0.001672241,0
0.001736111,1.13
0.00173913,1.03
0.001788909,0.5
0.002012072,0.19
0.001675042,0.21
0,0.82
0.00204499,0.47
0.001669449,0.08
0,0.21
0.001692047,0.22
0.001677852,0.05
0.001694915,0.47
0,0.57
0.002169197,0.04
0,0.1
0.001675042,0.25
0.002159827,0.98
0,0.32
0,0.69
0.001669449,0.05
0.001675042,0.1
0.002421308,0.22
0,0.14
0.001706485,0.16
0.001736111,0.08
0.001669449,0.24
0.001680672,0.2
0.001683502,0.04
0,0.13
0.001675042,0.05
0.001748252,0.26
0,0.07
0.001669449,0.08
0,0.16
0.001677852,0.12
0.001675042,0.01
0,0.31
0.001683502,0.08
0.00170068,0.08
0.001686341,1.4
0.001769912,0.11
0.00177305,0.02
0.001968504,0.02
0.001669449,0.05
0.001672241,0.08
0.001677852,0.65
0.001692047,0.06
0.00174216,0.15
0.001715266,0.42
0,0.05
0.00204499,0.16
0,0.29
0.002159827,0.69
0.002061856,0.17
0.002164502,0.2
0.002169197,0.92
0.002173913,0.67
0.001792115,0.14
0.001795332,0.03
0,0
0,0
0,0
0,0.73
0.001751313,0.04
0.001926782,0.02
0.002020202,0.1
0.002178649,0.39
0.002192982,0.68
0,0
0.002272727,0
0.001672241,0.09
0.001680672,0.46
0.001972387,0.84
0.001669449,0.32
0.001672241,0
0.001677852,0
0.001680672,0.09
0.001683502,0.04
0.001686341,0.37
0.001980198,0.3
0.001834862,0.3
0.001669449,1.76
0.001686341,0.36
0.001715266,0.19
0.001718213,0.07
0.001669449,0.07
0.001672241,0.14
0.001751313,2.17
0.002004008,0.2
0.002293578,0.12
0.001841621,3.42
0.001901141,0.11
0.002415459,0
0,0
0,0.06
0.001669449,0.05
0.001675042,0.26
0.001677852,0.5
0.001949318,0
0.001692047,0.32
0,0.11
0.001689189,0.06
0.001669449,0.12
0.001672241,0.58
0.001675042,0
0,0.18
0,0
0.001680672,0.23
0,0.15
0,0.28
0.001937984,0.67
0.001949318,0.25
0.001980198,0.79
0.001984127,1.21
0.001996008,0.97
0,0.12
0.002020202,0.79
0,6.09
0.00203666,0
0,0
0,0.01
0,0
0,0
0.001669449,0.05
0,0.05
0.001706485,0.15
0.001689189,0.11
0,0.11
0.001745201,0.01
0,0.15
0,0.01
0.00174216,0.09
0,0.09
0,0.02
0,0.01
0.001964637,0.03
0.001908397,0.02
0.002444988,0.66
0,1.71
0,2.67
0,0
0.001785714,0.41
0.001718213,0.01
0,0.12
0.00172117,0.08
0,0.12
0.001669449,0
0,0.14
0.001686341,0.04
0.001675042,0.03
0,0.51
0.001672241,0.02
0.001683502,0.19
0.001706485,0.01
0.001692047,0.01
0.001694915,0.16
0.001712329,0.01
0.002028398,0.48
0.002057613,0.07
0.001669449,0.05
0.001669449,0.45
0.001672241,0.27
0.00170068,0.44
0.001692047,0.12
0.001669449,1.15
0.001848429,0.56
0.001795332,0.1
0.002008032,0.21
0.001669449,0.05
0,0.36
0,1.81
0.00204918,0.15
0.002074689,0.05
0,0.06
0,0.02
0,1.45
0.001680672,0.56
0,0.27
0,0.37
0,0.19
0.001669449,0.32
0.001672241,0.04
0.00174216,0
0,1.49
0,0.05
0.001838235,0.07
0.001828154,0.01
0,0.02
0,49.15
0.001730104,0.1
0.001733102,0.22
0.001879699,0
0.001831502,0
0.001930502,2.21
0.001675042,0.55
0.001692047,0.15
0.001779359,0.33
0.001968504,0
0.001972387,2.75
0.002012072,0.26
0.002066116,0.03
0.001669449,0.05
0.001988072,0.27
0.001669449,0.51
0.001672241,0.2
0.001715266,0.79
0.001672241,0.15
0.001686341,0.09
0.001689189,0.2
0.001730104,0.05
0.001869159,0.09
0.001669449,0.05
0,1.78
0.001686341,1.31
0.001818182,0.58
0.001814882,0.34
0.001818182,0
0.002028398,0.22
0.002217295,0
0.00170068,0.31
0,0.04
0.001703578,0.29
0,0.32
0.001669449,0
0.001919386,0.1
0,1.25
0,0
0.001669449,0.11
0.001675042,0.08
0.001672241,0.04
0.001736111,0.75
0.001686341,0.1
0,0.09
0.001730104,0.02
0.001972387,1.37
0,0.21
0.001680672,0.67
0,0.43
0.001930502,0.55
0.001934236,0.1
0.002232143,0.05
0.001675042,0.07
0.001689189,0.25
0.001683502,0
0,0.41
0.001886792,0.77
0.002012072,1.32
0.002444988,0.89
0.002469136,0.27
0.001669449,0.13
0,0.01
0.001669449,0.45
0.001672241,0.31
0.001675042,0.55
0.001697793,1.79
0.00174216,0.24
0.001669449,0.35
0,0.01
0,0.39
0.001669449,0.35
0.001672241,0.21
0.001669449,1.03
0.001760563,0.15
0.001869159,0.33
0.002192982,2.14
0.001669449,0
0.001736111,0.51
0.00173913,0.05
0,0.21
0.001821494,1.28
0.001893939,15.82
0.002024291,0.14
0.002074689,2.06
0.002079002,5.1
0.002083333,3.81
0.002087683,0.05
0.002183406,0.28
0,1.15
0,0
0,0
0.002293578,0
0,0
0,0
0.002309469,0
0,0
0,0
0,0
0,0
0.002325581,0
0,0
0,0
0.002222222,0
0,2.01
0,0
0.001669449,0.05
0,0.01
0,0
0.001828154,0.62
0,0.11
0.00204499,1.12
0.002369668,1.4
0.001694915,0.05
0.001733102,0.07
0.00203666,0.31
0,0
0.001669449,0
0.001686341,1.87
0.001689189,1.28
0.00174216,1.37
0.001669449,0.27
0,0.03
0.002314815,0.3
0.002331002,0.02
0,0
0,0
0.001669449,0
0.001677852,0.21
0.001680672,0.56
0,0
0.00173913,0.03
0.001838235,0.24
0.001669449,0.76
0.001672241,0.13
0,0.07
0.001669449,0
0,0
0,0
0.001669449,0.51
0.001908397,1.37
0.001912046,4.98
0,0
0.001669449,0.05
0.001677852,0
0.001703578,0.28
0,0.74
0,0.01
0,0.05
0,0.17
0.002347418,0.04
0.001669449,0.12
0.001677852,0.21
0.001675042,0.01
0.001669449,0.32
0,0.04
0.001677852,0.47
0,0.03
0.00170068,0.22
0.001937984,0.73
0.001669449,0.05
0.001669449,0.04
0,0.02
0.002132196,0.09
0.002136752,0.07
0,0.3
0.001669449,0.24
0.001672241,0.1
0.001675042,0.08
0.001677852,0
0.001680672,0.31
0.001712329,0.11
0,0.28
0,0.02
0.001904762,0.02
0.001908397,0.18
0.002083333,0
0.002114165,6.2
0.002004008,0
0.002352941,0
0,0
0,0
0.002380952,0
0.002386635,0
0,0
0,0
0.00209205,0
0.002212389,0.46
0.001669449,0.13
0,0.05
0.001669449,0.33
0,0.09
0,0.09
0.001683502,0.4
0,0.36
0,0
0.002352941,0.24
0.00243309,0
0.001669449,0.05
0.001672241,0.05
0.001672241,0.58
0.001680672,0.15
0.001683502,0.47
0.001709402,0.02
0.001779359,0.24
0.001751313,0.04
0,0.01
0,0.03
0.001669449,0.01
0.001718213,0.09
0.001782531,0.67
0.001788909,0.08
0.001736111,0.08
0.00234192,0.01
0,0.37
0.001769912,0.73
0.002169197,0.08
0.002336449,0.31
0.001672241,0.43
0.001689189,0
0.001677852,0.19
0.001930502,0.02
0.001934236,0.38
0,0.03
0,1.46
0,0.27
0.001923077,0
0.001883239,0.12
0.00203666,0.23
0,0
0.001669449,0.48
0.001669449,0
0.001694915,0.75
0.001697793,0.36
0.001851852,0.19
0.001912046,1.55
0.001669449,0.05
0.001763668,1.12
0,0.27
0.001972387,0
0,0.14
0,0.29
0.001677852,0.56
0.001718213,0.45
0.001715266,0.01
0.001727116,0.01
0.001845018,0.51
0.001669449,0.4
0,0.05
0.001689189,0.13
0.001689189,0.02
0,0.05
0.001669449,0.01
0.001697793,0.25
0,0.23
0.00204499,0.03
0.001996008,0.55
0.001669449,0.05
0.001675042,0
0.001930502,0.02
0,0.27
0.002083333,0.26
0.001879699,1.5
0.001675042,0.35
0.001788909,0.2
0.001808318,2.94
0.002004008,1.79
0.001941748,0
0.001945525,0.39
0,0
0,0.18
0,0.04
0,0.03
0,2.24
0,0
0.00177305,0.22
0.001904762,0.05
0,0
0,1.52
0.001718213,0
0.001782531,0.04
0.002145923,0.41
0.001669449,0
0.001805054,0.89
0,0.28
0.001912046,2.32
0.001862197,0.14
0.002083333,3.3
0.002304147,0.61
0.002325581,0.05
0.001848429,1.75
0,0
0.001669449,0.07
0.001675042,0.1
0,1.02
0.001766784,0.01
0.001669449,0
0,0
0.001672241,0
0.001715266,0.15
0.001706485,0.03
0.001677852,0.56
0.001680672,0.76
0.001683502,0.05
0.001751313,0.47
0.001886792,0.13
0.002145923,0.67
0.001675042,0.45
0.001988072,0.14
0.002070393,1.04
0.001683502,0.14
0.002024291,0.07
0.001703578,0.23
0.001908397,0.05
0.001915709,0.07
0.001669449,0.09
0.001672241,0.09
0.001683502,0
0.00170068,0.62
0.001703578,0.13
0.001805054,0.12
0.001841621,0.06
0.002087683,0
0.002109705,0.29
0.002202643,0
0.002207506,0
0.001669449,0.19
0.001677852,0.27
0,0.12
0,1.17
0.001727116,0.07
0.001831502,0.12
0.002066116,0
0.002336449,6.17
0.001675042,0.08
0.001718213,0.33
0.001680672,0.01
0.001754386,0.29
0.002252252,0.99
0.002164502,0.07
0.002314815,0.32
0.00228833,0.01
0.002293578,0.08
0.002298851,0.04
0.001689189,1.12
0.001675042,0.8
0.001706485,0.35
0.001706485,2.13
0,0.63
0.002192982,0
0.002237136,0
0.002242152,0
0.002247191,0
0.002272727,0
0,0
0,48.5
0,0
0,0
0,0
0,0
0,2.81
0.001795332,0.13
0.001953125,0.08
0.002057613,0.05
0.002487562,0.08
0.001669449,0.03
0.001675042,0.11
0.001686341,0
0.001718213,0.48
0,0.34
0,0.19
0,0.27
0.002087683,0.13
0.00172117,0.22
0.001923077,0.06
0,0.16
0.002237136,0
0.001686341,0.1
0.00174216,0.18
0,0.05
0,0
0,0.12
0,1.4
0,3.06
0,1.36
0,1.54
0,49.96
0,1.12
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.001669449,0.74
0.001683502,0.53
0.001945525,0.09
0.001949318,1.15
0.00204918,0.84
0.002183406,0.23
0.002242152,0.51
0.002247191,0.15
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.001694915,0.03
0.001730104,0.19
0.001754386,0.04
0.001675042,0.18
0.001763668,0.03
0.001706485,0.01
0.00173913,0.27
0,0
0.001669449,0.63
0.001672241,1
0.001683502,0.44
0.001694915,0.42
0.001718213,0
0.001757469,0.21
0,0.07
0,10.88
0.00248139,1.96
0,0
0.001675042,0.01
0.001689189,0.08
0.001757469,0.11
0.001697793,0
0.001788909,0.12
0.00172117,0.07
0.001730104,3.96
0,0.08
0,0
0.002074689,0.95
0,0.1
0,0
0.001769912,0.03
0.001992032,0
0.002212389,0.4
0.001675042,0.05
0.001715266,0.29
0.001751313,0.21
0.001697793,1.14
0.001811594,0.16
0.001901141,2.45
0,2.18
0,0.29
