Timeratio,evadiff
0,0.19
0.001669449,0.05
0.001669449,0.24
0.001672241,0.89
0.001805054,0.17
0.001941748,0.05
0.001683502,0.11
0,0.31
0,0.19
0,0
0.001669449,0.36
0,0.29
0.001677852,1.17
0.001680672,1.28
0.001715266,0.24
0.00172117,0.01
0.001718213,0.08
0.002079002,0.51
0.00203252,0.51
0.001675042,0.01
0.001680672,0.98
0.002016129,0.13
0,0
0,0.36
0,1.91
0,1.97
0,0
0.001801802,0
0.001805054,0
0.002155172,0
0.002207506,0
0.001883239,0
0.002475248,0
0.001697793,0.12
0.00170068,0.56
0.00173913,0.22
0.001766784,0.08
0.001669449,0.49
0.00170068,0.61
0,0.25
0,0.32
0,1.93
0,0
0,0
0,0
0,0
0,0
0,0
0.001686341,0.62
0.001694915,0.82
0.001669449,0.54
0,0.46
0.001677852,0.1
0.001677852,0.01
0,0.96
0.001694915,0
0.001715266,0.13
0.00177305,0.93
0.001706485,0.26
0.001818182,0.08
0.001669449,0.05
0.001672241,0.01
0.001876173,0.16
0.001669449,0.04
0.001845018,0.04
0.001669449,0.41
0.001855288,0.39
0.001919386,0
0.001683502,1.22
0.001675042,0.08
0.00203252,0.43
0.001669449,0.05
0.001669449,0.04
0.001792115,0.06
0.001745201,0.02
0.001934236,0.13
0.001788909,0.76
0.001855288,0.02
0,0.03
0.002212389,0.1
0.002369668,15.73
0.002375297,0.97
0.002380952,12.28
0,10.23
0,1.57
0,0
0,0
0.002487562,0
0.002493766,0
0,0
0.002053388,0.25
0.002074689,0.08
0.002141328,0.38
0.002173913,0.1
0.002178649,0.38
0,3.72
0.001669449,0.05
0.001669449,2.1
0.001703578,0.36
0.001692047,3.32
0.001733102,0.34
0.001818182,0.04
0.001923077,0.13
0,7.6
0.001988072,0.08
0.001798561,0.12
0.00174216,7.35
0.00203252,0
0.002053388,0
0.002057613,0
0.002409639,0
0.002070393,0
0,0
0.002105263,0
0.002118644,0
0.002123142,0
0.002145923,0
0.002164502,0
0.001757469,0.96
0,0
0.001669449,0.65
0.002169197,0.1
0.002192982,0.5
0.002197802,0.12
0.002267574,3.78
0.002369668,1.38
0.002439024,0.17
0.001669449,0.05
0.001680672,0.02
0.001956947,0.39
0,0.15
0.00170068,1.56
0,1.78
0.001686341,0.24
0.001709402,0.11
0.00173913,0.09
0.001779359,0.03
0,0.68
0.001669449,0.05
0.001672241,0.01
0,0.14
0.001831502,0.02
0,0
0.001672241,0.01
0.001736111,0.05
0.00173913,0.19
0.001669449,0.05
0.001677852,0.24
0.001706485,2.2
0.001709402,0.12
0.001941748,1.17
0.002020202,0.17
0,0.25
0,0.1
0,0.25
0.001869159,0.16
0.001872659,0.27
0.002293578,0
0.001686341,2.18
0.001801802,1.28
0.001811594,0.06
0,4.81
0.001669449,0.28
0,0.64
0.002325581,0.02
0.001675042,0
0.001945525,0.06
0,0.41
0.001831502,0.13
0.001672241,0.43
0.002325581,0.04
0.001876173,0.01
0.001919386,0.92
0.002114165,0.07
0,0
0,0.07
0,0
0,0
0.00209205,0.21
0.002392344,0.29
0,0
0,0
0.001669449,0.05
0.001953125,0
0.00203252,0.78
0.001669449,0.2
0,0.04
0,0
0.001692047,0.01
0.001712329,0.02
0.001715266,0.63
0.001712329,2.46
0.001779359,0.21
0.001834862,0.24
0,0
0.001680672,0.37
0.001692047,0.03
0.001769912,0.29
0.001766784,0.09
0.00248139,0
0,0.01
0,0.08
0.001683502,0.22
0.001686341,0.08
0.001697793,0.07
0.001706485,0
0.00170068,0.12
0.00172117,0.08
0,0.37
0.001669449,0.01
0.001669449,0.05
0.002070393,0.59
0.001675042,0.89
0.001697793,0.01
0.001709402,0.72
0.002024291,0.12
0.002096436,0
0.002298851,0.29
0,0
0.001680672,0.03
0.001709402,0.01
0,0.1
0.001736111,0.24
0.002114165,0.14
0,2.47
0,0
0.002,1.11
0.002293578,0.09
0.001897533,0.16
0,0.28
0,0.07
0.001669449,0.05
0,0
0.001675042,0.61
0.001897533,0.01
0,0.15
0,0.16
0.001669449,0.41
0.001675042,0.73
0.001715266,0.18
0.001828154,3.19
0.001883239,0.24
0,0.18
0.001751313,0.21
0.001798561,0.01
0.002109705,0.09
0.002398082,0.06
0,0
0.001669449,0.13
0.002155172,0.24
0.002217295,0.16
0.00243309,0.23
0,0
0,0
0,0
0,0
0,0
0,0.07
0,0.05
0.001831502,1.09
0,0.03
0,0.02
0,1.05
0.001811594,0
0,0
0,0
0.001677852,0
0.001694915,0.45
0.001945525,6.74
0.002105263,2.5
0.002178649,0
0.001683502,0.24
0.001686341,0.25
0.001715266,0.01
0.001795332,0
0.001805054,0
0.001675042,0.19
0.001709402,0.16
0.001689189,0.07
0.001680672,0.09
0.001675042,0.08
0.001677852,0.18
0,0.02
0.001858736,0.03
0.001669449,0.05
0.001669449,0.45
0.001672241,0.31
0.001689189,0.45
0.001692047,0.12
0,0.03
0.001694915,0.14
0.001697793,1.14
0.00170068,1.18
0.001669449,0.28
0,51.01
0.001669449,0.39
0.001697793,0.5
0.001706485,0.05
0.001675042,0.09
0.001675042,0.47
0.001683502,0.21
0.001694915,0.59
0.001697793,0.27
0.001953125,0.58
0.002192982,0
0.002237136,0.15
0.00245098,2.01
0,0.18
0.001669449,0.16
0.001672241,0
0.001533742,0.04
0.001680672,0.15
0.00170068,0.34
0,1.14
0,0.26
0,0
0.001675042,0.08
0,0.35
0.001669449,0.05
0.001669449,2.1
0.00173913,0.35
0.002164502,0.02
0.001669449,0.05
0.001677852,0.24
0,1.48
0.001669449,0.13
0,0.32
0.001798561,0.07
0.001801802,0
0.001805054,0
0.001964637,2.92
0.002207506,1.85
0.002212389,0.83
0.002217295,0.27
0,0
0.002070393,0
0.00228833,0
0.002197802,0
0.002375297,0
0.001669449,0.97
0.001988072,0.02
0.001808318,0.11
0.001669449,0.45
0.002257336,0
0.001669449,0.28
0.001782531,0.18
0.001945525,0.31
0.002028398,0.29
0.002415459,0
0.002164502,0
0.001669449,0.54
0,0.09
0,0.78
0,0
0,0.07
0,0.24
0,0.11
0.001677852,0.12
0.001689189,0.64
0,0.24
0,0.58
0.001792115,0.07
0.002247191,1.67
0.001689189,0.13
0.001782531,2.12
0,7.02
0.001904762,1.6
0.001694915,0.21
0.00170068,0.12
0.001675042,0.08
0.001953125,0.95
0.002,0
0,0.02
0,0.29
0,0.36
0.00245098,0
0.002066116,0
0,0.3
0,0.66
0.001669449,0.74
0.001689189,0.37
0.001763668,1.21
0.001821494,11.03
0.001996008,0
0.002008032,0
0.001669449,0.05
0.001724138,0.59
0.001751313,0.07
0.001763668,0.22
0.00177305,1.19
0.001801802,0.44
0.002386635,0.01
0.001669449,0.05
0.001672241,0.01
0.001680672,0.04
0,2.16
0.001669449,0.47
0,0.11
0,0.18
0.001709402,0.56
0,0
0.001669449,0.13
0.001718213,0.04
0.001757469,0.02
0,1.91
0,1.59
0,0.05
0.001769912,0.28
0,0.63
0.001680672,0.08
0.001675042,0.13
0.002493766,0
0.001669449,0.09
0.001672241,0.08
0,0.4
0,0.23
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.002457002,0.01
0.001675042,0.08
0.001686341,0.17
0.001689189,0.48
0.001692047,0.04
0,0.69
0.001669449,0.05
0.001669449,0.04
0.001672241,0.23
0.001694915,0.19
0,0
0.001669449,0.54
0.001672241,0
0.001715266,0.3
0.00172117,0.14
0,0.08
0.002004008,3.42
0.001890359,0
0,0.28
0.001692047,0.01
0.00204918,5.8
0,0.84
0.001689189,0.31
0.001776199,0.19
0.001669449,0.3
0.001669449,0
0.001680672,1.35
0,0.83
0.002183406,0.23
0.001669449,0.13
0.001776199,0.01
0.001680672,0.48
0.001669449,0.05
0.001669449,0.04
0.001818182,8.25
0.001669449,0.12
0.002298851,0.82
0.002314815,0
0.001669449,0.7
0.001677852,0.41
0,0.12
0,1.31
0,7.89
0,0.07
0,0
0,0
0,0
0,0
0,0
0,0
0.001672241,0.07
0.001754386,1.17
0.001801802,0.52
0,0.11
0.001686341,0.44
0.001872659,1.21
0,0
0,0.41
0,0
0,0.13
0.00170068,0.11
0,0.25
0,0.01
0,0.18
0,1.73
0.001669449,0.05
0.001683502,0.19
0.001706485,0.82
0.001669449,0.37
0,0.42
0.001697793,0.47
0,0.02
0.002207506,0.74
0,0
0.001683502,0
0.001694915,0.23
0.001669449,0.03
0.001686341,0.75
0.001848429,0.89
0,0.11
0,0.16
0.002061856,0.59
0.002057613,0
0.002207506,0
0.002232143,0
0,0.17
0.001763668,0.43
0.001811594,0
0.001828154,0.13
0.001879699,0.13
0.001883239,2.16
0.001941748,0.06
0.001669449,0.04
0.001811594,0.15
0.001730104,6.11
0.001733102,6.25
0.001926782,5.6
0.002020202,0.08
0.002237136,0.11
0,0
0.001669449,0.03
0.001672241,0.13
0.001675042,0.04
0.001680672,0.05
0.001683502,0.06
0.001879699,2.91
0.001893939,6.01
0.002008032,0.52
0.001669449,0.02
0,0.37
0,0.19
0.001669449,0
0,0
0.001680672,0.47
0,0.04
0,0
0,0
0.001669449,0.05
0.001672241,0.08
0.001703578,0.06
0,1.79
0.001976285,3.74
0.001718213,0.19
0.001672241,0.02
0.001675042,0.37
0.001689189,0.07
0.001697793,0.16
0.001757469,0.65
0,0.19
0.001669449,0.05
0.001672241,0.05
0.001675042,0
0.001683502,0
0.001686341,0.27
0.001697793,0.1
0.002040816,0.23
0.002083333,0.49
0.002141328,5.18
0.001677852,0.06
0.001785714,9.58
0.001675042,0.09
0.001669449,0.49
0.001890359,0.57
0.001683502,0.07
0.001669449,0.32
0.001680672,0.11
0.001757469,0.21
0.002074689,0.93
0.001680672,0.12
0,0.04
0,0.02
0,0.3
0,0
0,0
0.001672241,0.2
0.001683502,0.36
0,7.62
0,0.77
0,0
0,0
0.001669449,0.14
0.001672241,0.22
0.001680672,0.33
0.001709402,0.02
0.001706485,0.08
0.00174216,1.97
0.001697793,0.49
0,0.56
0.001706485,1.86
0.001709402,1.34
0.001798561,0.22
0.00170068,0.02
0.001821494,3.47
0.002262443,1.04
0,0
0.001782531,0.09
0.001669449,0.19
0,0.31
0.001672241,0.09
0.001683502,0.35
0.001703578,0
0.001893939,0.43
0.001680672,0.35
0,0.27
0.00170068,0.18
0.001675042,0.31
0.001675042,0.87
0,0
0.001677852,0.58
0.001686341,0.05
0.001689189,0.64
0.001669449,0
0,0.05
0.001669449,0
0.001883239,0.05
0,0.38
0.002369668,0
0.002375297,0
0.001692047,0.2
0.001945525,0
0,0.08
0.001669449,1.01
0.001824818,0.25
0.0025,0.22
0.001675042,0
0.001912046,0.01
0.002222222,0.32
0,0.91
0.002314815,0.22
0,0
0.001779359,0.12
0.001897533,0.52
0.001915709,0.01
0.001926782,0.08
0.001669449,0.87
0.001672241,0.18
0.001675042,0.04
0.001890359,0.14
0.001669449,0.04
0.001669449,0.05
0,0.01
0.001748252,0.03
0,0.65
0.001808318,0.15
0.001686341,0.08
0.001669449,0.2
0,0.1
0.001677852,0.3
0.001680672,0.16
0.001996008,0.07
0,0.09
0.001669449,0.04
0.001788909,0.07
0.001988072,0.19
0.001724138,0.01
0.001669449,0.05
0.001672241,0.08
0.001692047,0.23
0,0
0.001669449,0.49
0.00170068,0.14
0.001736111,0.3
0.001669449,0.05
0.001672241,0.01
0.002040816,0.13
0.001669449,0.05
0.001848429,0.23
0.001858736,0.16
0,0.05
0.001669449,0.01
0.001675042,0.38
0.001675042,0.38
0.001694915,0.06
0.001669449,0.39
0,0.02
0,0.39
0,0
0,0
0,0
0.001675042,0
0.001694915,0.4
0.001669449,0.05
0.001672241,0.07
0.001683502,0.47
0,0.17
0,0.08
0,0.88
0.001675042,0.11
0,0.52
0,0
0.001669449,0.13
0.001748252,4.82
0.001818182,0.49
0,0
0.001669449,0.89
0.001683502,0.61
0.001694915,0.29
0.001669449,0.32
0,0.28
0.001672241,2.47
0.002369668,1.19
0,0
0.001831502,0.12
0.001669449,0.05
0.001686341,0.01
0.001904762,0.36
0.001669449,0.61
0.001996008,0
0.001686341,0.2
0.001669449,0.76
0.001680672,0.47
0.001680672,0.06
0.001694915,0.43
0.001733102,0.05
0.001736111,0.1
0.002024291,0.15
0.001669449,0.32
0.001669449,0.01
0.001697793,0.07
0.001912046,0.16
0,2.55
0,0.17
0.002164502,0
0.002247191,0
0.001988072,0
0.001683502,0.4
0,0.17
0.001669449,0.84
0.001672241,0.29
0,0.06
0.001669449,0.05
0.001669449,0.45
0.001727116,0.11
0.001824818,0.29
0.001934236,0.07
0.001945525,0.16
0.001953125,0.19
0.002197802,0
0.002375297,0.02
0.001669449,0.41
0.001912046,0.07
0.00228833,0.4
0,0
0.001795332,0.1
0.001798561,0.35
0.001828154,0.89
0.002066116,0.58
0.001669449,0.45
0.00173913,0.02
0,0.28
0.001694915,0.72
0.001703578,0.16
0.00170068,0.33
0,0.13
0.001851852,0.07
0,0
0.002123142,0
0,0
0.002136752,0
0.002217295,0
0.002247191,0
0,0
0.001669449,0.05
0.001669449,0.68
0.001672241,0.27
0.002242152,0.05
0,0.05
0.001669449,0.05
0.001672241,0.08
0.001672241,0.65
0.001669449,0.3
0.002232143,0.06
0,0.27
0,0.1
0.001694915,0.02
0.001748252,0.05
0.001751313,0.28
0.001692047,0.2
0,0.08
0.001904762,1.16
0,0.48
0.001689189,0.11
0,0.03
0.001675042,0.35
0.001683502,0.14
0.001779359,1.72
0.002012072,0.1
0,0.21
0,2.96
0,0
0.001675042,0.47
0.001709402,0.01
0.001730104,9.7
0.001669449,0.39
0,0.03
0,0.99
0.001669449,0.76
0.001672241,0.7
0,0.76
0.001680672,1.13
0,1.12
0,0
0,0
0.001669449,0.05
0,0.14
0.001677852,0.2
0.001686341,0.3
0.001675042,0.29
0.001683502,0.02
0,0.03
0,0.38
0.001675042,0.43
0,0.1
0.001677852,0.04
0,0.02
0.001680672,0.18
0.001683502,0.44
0.001686341,0.04
0.001694915,0.06
0.001893939,0.5
0.001669449,0.05
0.001672241,0.01
0.001672241,0.16
0,0.12
0.001669449,0.45
0.001692047,0.21
0.002392344,0.06
0,0.13
0.001680672,0.02
0,0.21
0.001715266,1.12
0,0.21
0.002057613,0.07
0.002298851,0.1
0.002222222,0.05
0.002105263,0.23
0.001872659,0.09
0.001675042,0.05
0,0.11
0.001686341,0.02
0.001689189,0.8
0.001748252,1.69
0,0.19
0,0
0.001692047,1.09
0.001745201,0.08
0.00203666,0.09
0.00212766,5.23
0.00173913,0.31
0.001709402,0.4
0.002114165,0.05
0.002242152,0.04
0.001669449,0.32
0.001672241,0.1
0.001675042,0.36
0.001692047,0.12
0.001811594,0.21
0.001893939,0
0,0
0.001675042,0.57
0.001686341,0.05
0.001808318,0
0.001945525,0
0.001669449,0.33
0.001675042,0.1
0.001677852,0.27
0.001694915,0.04
0.001766784,0.28
0.001879699,1.54
0.001883239,0.2
0.002222222,0.01
0.002232143,0.37
0.002096436,2.5
0.00212766,0
0.002132196,2.06
0,0.12
0.002150538,1
0.00243309,0.24
0,0
0.002242152,0
0.001669449,0.05
0.001828154,0.08
0,0.11
0,0.08
0.001703578,0.28
0.001675042,0.05
0.001697793,0.13
0.00170068,0.19
0.001785714,0.3
0,0.08
0.001736111,0.09
0.001675042,0.05
0.001779359,0.26
0.002197802,0.27
0.001669449,0.81
0.001672241,0.28
0.001675042,0.53
0.001677852,0.09
0.001680672,0.15
0,0.19
0,0
0,0.07
0.001669449,0
0.001680672,0.71
0.001712329,0.5
0.002369668,0.04
0.002439024,0.03
0,0.11
0,1.17
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.00170068,0.47
0.001669449,0.05
0.001669449,0.16
0.001669449,0.05
0.001677852,0.79
0.001779359,0.21
0.001692047,0.05
0.001751313,0.1
0.001680672,0.1
0.001683502,0.36
0.00245098,0
0.001686341,0.48
0.00170068,0.14
0.001748252,0.2
0.002242152,0.76
0.001675042,0.38
0,0.16
0,0.01
0,0.44
0.001669449,0.77
0.001733102,0.64
0.002096436,0
0.002298851,0.09
0.002164502,0
0.001694915,0.09
0.001669449,0.05
0.001669449,0.82
0.001672241,1.41
0.001879699,6.63
0,0.06
0.002463054,2.1
0,0.14
0,50.85
0,0
0,0
0,0
0,0
0.001779359,0.2
0,0
0,29.28
0.001669449,0.19
0.001727116,0
0.001748252,0.39
0,0.02
0.001751313,0.18
0.001779359,0.4
0.001798561,0
0.001968504,0.09
0.001788909,0.64
0.001908397,0.04
0.001956947,0
0,0
0.001669449,1.06
0.001689189,0.3
0.001709402,2.32
0.001858736,4.58
0.001669449,0
0.001677852,0.4
0.001669449,0.04
0.001672241,0.21
0.001972387,0.1
0.001669449,0.19
0.001672241,0.31
0.001672241,0.19
0.001680672,0.51
0.001683502,1.14
0.001692047,1.57
0,0.17
0,0.03
0.001937984,0.18
0,0.12
0,0.08
0.002217295,0.11
0,0.01
0,0
0.001669449,0.08
0.001686341,0.29
0,0.5
0.001926782,1.66
0.001672241,0.08
0.001718213,0.13
0,0.06
0.00173913,0.09
0,0.02
0.002183406,0
0.002398082,0
0,0
0.001669449,0.05
0,0.29
0.001792115,0
0.001669449,1.48
0.001672241,0.69
0.001675042,2.2
0,0.99
0,7.2
0.001980198,1.19
0.002016129,0
0,0.06
0.001677852,2.08
0.001680672,0.08
0,0.14
0.001754386,7.27
0.001879699,1.91
0.001919386,3.25
0.001941748,1.53
0.001669449,0.11
0.001677852,0.17
0.001686341,0.7
0.001715266,0.21
0.001811594,1.13
0,0.14
0.001851852,0.12
0.002040816,0.17
0.002427184,0.01
0,0.39
0,0
0,0
0.001669449,0.37
0,0.19
0.001672241,0.32
0.001675042,0
0.001692047,0.04
0.002066116,0.48
0.001669449,0.05
0.001824818,0.08
0,0.13
0,0.42
0,0
0,0
0.001675042,0
0.001818182,0.01
0,0.07
0,0.21
0,0
0,0
0,0
0.00203252,0
0.001956947,0
0.001675042,0.03
0.001689189,0.01
0.00203666,0.53
0,0
0,2.25
0.001855288,0.01
0.001897533,5.92
0.002272727,0
0.001751313,0.04
0.001675042,0.02
0.001692047,0.31
0.001801802,0.16
0,0.05
0.001692047,0
0.001689189,0
0,0.22
0.001669449,0.04
0,1.09
0.001760563,0.1
0.001908397,4.99
0,0
0.001968504,0.1
0,0
0,0
0,0.61
0,0.03
0.001675042,0.13
0.00170068,0.13
0,0.04
0.001703578,0.14
0.001984127,0.75
0.001669449,0.03
0.001703578,0.42
0.001706485,0.24
0.001703578,0.21
0,0.02
0,0.3
0,0.05
0.001675042,0.31
0.001677852,0.25
0.001680672,0.21
0.001779359,0.01
0.001808318,0
0.001694915,0.07
0,0.42
0.001862197,0.14
0,0.12
0.002227171,1.53
0,0.26
0,0.44
0,0.01
0,0
0,0
0,0
0,0
0,0.07
0.00209205,0.04
0.002398082,0.1
0.001901141,0.14
0,0
0,0
0.001964637,0
0.001968504,0
0.001980198,0
0,0
0,0
0,0
0.001763668,0.86
0.001669449,0.36
0,0.05
0.002217295,0.02
0,1
0.002358491,0
0.0025,0
0.001669449,0.83
0.001709402,0.99
0.001754386,0.14
0.001930502,0
0.002061856,0.14
0.001680672,0.06
0.001801802,0.1
0.001841621,0.22
0.001669449,0.03
0,0.07
0.002325581,0
0.002469136,0
0,0
0.001686341,0.09
0.001669449,0.32
0.002469136,0
0.001680672,0.77
0.001689189,0.4
0.00174216,0.13
0.002159827,0.33
0.002197802,0.07
0.00172117,0.44
0,0
0,4.16
0.001675042,0.17
0.001689189,0.81
0.001715266,0.5
0.00174216,0.2
0.001792115,0.77
0,0.44
0.001862197,0.5
0.001930502,0.22
0.002262443,0.55
0.0025,0.18
0.00228833,0.18
0.002421308,0
0.001669449,0.04
0.001672241,0.32
0.001879699,0.15
0.001675042,0.62
0.001689189,0.19
0.002415459,3.13
0.001669449,0.51
0.001683502,0.33
0.001686341,0.18
0.001730104,1.04
0.002123142,0.41
0,0.07
0,0.59
0.001669449,0.03
0.001669449,0.82
0.001672241,0.1
0.001893939,1.14
0.002188184,0
0.001709402,0.5
0.001808318,0.39
0.001669449,0.05
0,0.01
0.002053388,0
0,0.1
0,1.54
0,1.55
0,0
0.001675042,0.03
0.001680672,0.03
0.002096436,0
0.002028398,0.59
0.001669449,0.43
0.001712329,0.04
0.002222222,0.06
0.002369668,0.38
0.001689189,0.34
0.001834862,0.07
0,0.07
0.001680672,0.49
0,0
0.001672241,0.13
0,3.39
0.001677852,0.08
0.001706485,0.29
0.001733102,1.95
0.001669449,0.87
0.001677852,1.51
0.001805054,0.06
0,0.09
0.001672241,0.01
0,0.1
0.001845018,0.03
0,0.47
0,0.07
0,1.59
0,0.11
0,0.24
0,0.05
0.001712329,0.04
0.001669449,0.05
0.001669449,2.1
0,1.61
0.002028398,0.08
0.00212766,0.06
0.002132196,0.22
0.002298851,0.09
0,9.19
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.02
0.001976285,0
0.001669449,0.32
0.001686341,0
0,1.09
0.001703578,0.26
0.001706485,0.2
0.001760563,0.16
0.001733102,0.07
0,0.16
0,0.15
0,0.29
0,0.04
0.001683502,0.03
0,0.07
0,0.3
0.001669449,0.05
0.001677852,0.61
0.001689189,0.29
0.001689189,1.72
0.001795332,3.53
0.001669449,0.47
0.001675042,0.19
0.001694915,0.22
0.001669449,0.05
0.001675042,0.07
0,1.05
0.001672241,0.05
0.001686341,0.25
0.001686341,0.16
0.00173913,0.23
0.001692047,0.62
0.002347418,0.43
0.001865672,2.29
0.001680672,0.02
0.001692047,0.49
0,0.09
0.001706485,0.18
0.001984127,0.95
0.002105263,0.35
0.002347418,0.27
0.001675042,0.08
0.001960784,0.11
0.001677852,0.09
0.001675042,1.41
0.001677852,0.21
0.001893939,0.73
0.0025,2.18
0.001675042,0.08
0.001675042,0.64
0.001683502,0.4
0,0.12
0.001669449,0
0.001675042,0.11
0.001677852,0.66
0.00177305,0.36
0.001785714,0.73
0.001841621,0.22
0,0.21
0.001669449,0
0.001677852,0.5
0.001680672,0.44
0.001669449,0.05
0.001672241,0.01
0.001697793,0.16
0.002217295,0.17
0,0.36
0,0.16
0.001677852,0.33
0.001680672,7.34
0.001709402,0
0.001769912,0
0,0.15
0,0.27
0,0.17
0.001715266,0.04
0,0
0.001724138,0.24
0.00177305,0.04
0.001669449,0.05
0.001677852,0.88
0.001912046,1.24
0.001669449,0
0.001862197,1.25
0.001675042,0.48
0.001677852,0.57
0,0.68
0.001683502,0.02
0.001680672,1.2
0.001694915,0.03
0.001712329,1.31
0.001715266,0.01
0.001757469,0.04
0.001818182,0.05
0.002352941,0.14
0.002439024,4.07
0,0
0,0
0.001754386,0.61
0.001897533,1.12
0.002053388,8.86
0.002197802,3.56
0.002421308,0
0,0.02
0.001677852,0
0.001669449,0.05
0.001672241,0.01
0.00170068,0.15
0,0.12
0.001686341,0.74
0.001893939,0.59
0.002392344,0.24
0.002398082,0.27
0.002487562,0.24
0.0025,0.68
0.001838235,0.21
0.001824818,0
0,0
0.002398082,0
0.002439024,0
0.001680672,0.2
0.001736111,0.13
0.001669449,0.13
0.001672241,0.05
0.001677852,1.4
0,0.02
0,1.9
0.001748252,0.09
0,7.06
0,7.34
0,0
0,0
0,0
0,0
0,0
0.001677852,0
0.001669449,0
0.002277904,0.41
0,0.39
0,0
0,0.05
0.001669449,0.68
0.001672241,0
0.001680672,0.57
0,0.14
0.001669449,0.32
0,0.04
0,1.35
0,0
0,0
0,0
0.001669449,0.3
0,1.02
0,0.5
0,0.25
0,0.01
0,0.37
0.002178649,0
0.001669449,0.3
0.001672241,0.48
0.001776199,0.32
0.001733102,0.55
0.001808318,0.3
0.002053388,0.06
0,0
0.002444988,0
0,0
0,0
0,0
0.001675042,0.32
0.001831502,0.14
0.001669449,0.32
0,0
0.00228833,0.18
0.002320186,0
0.002325581,0
0.001706485,0.27
0.001801802,0.3
0.001937984,1.15
0.001669449,0
0.001709402,0.15
0,0
0.001669449,0.12
0.001672241,0
0.001686341,0.13
0.001855288,4.14
0.002066116,2.3
0,1.28
0.001706485,0.18
0.001709402,2.3
0.001785714,0.03
0,0.24
0.002304147,0.14
0.002159827,0.16
0.001669449,1.72
0.002169197,0.4
0.001669449,0.31
0.001677852,0.12
0.001776199,0.03
0.00228833,0.25
0.002293578,0.13
0.001669449,2.19
0,0.28
0,0.27
0,0.02
0,3.83
0,0.13
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.001669449,0.05
0.001680672,0.39
0.001669449,0.05
0,0.01
0.001677852,0.01
0.001686341,0.12
0.001686341,0.25
0.001697793,0.02
0.001689189,0.38
0.001692047,0.09
0.001669449,0.37
0.001672241,0.19
0.001824818,0.26
0,0
0.001669449,0.28
0.001709402,0
0,0.55
0,0.3
0,0.1
0.001683502,0.02
0,0.08
0,0.35
0,0
0.002272727,0
0.001689189,0.07
0.001680672,0.14
0,0.42
0,0
0,0
0,0.28
0.001677852,0.02
0.001680672,0.05
0.001692047,0.1
0,1.43
0,0.07
0,0.82
0.001675042,0.2
0.001683502,0.14
0.001818182,0.14
0.002118644,0
0.001988072,2.26
0.001677852,0.21
0.001677852,0.14
0.001686341,0.13
0.001715266,0.61
0.001718213,0.08
0.002487562,0
0,16.63
0,0.36
0,0.08
0.001912046,0.05
0,0
0.00203252,0
0.001808318,0.68
0.001686341,1.35
0.002325581,0
0.001669449,0.12
0.001669449,0.05
0.001675042,0
0,0.12
0,1.01
0.001811594,0.03
0,0.17
0.001858736,0.19
0.002012072,0
0,0.13
0,0
0.001675042,0
0,0.43
0.001694915,0.31
0.002083333,0.87
0.001686341,1.16
0.001689189,0.72
0.001718213,0.39
0.001736111,0.22
0.001757469,2.97
0.001930502,0.38
0.001669449,0.05
0.001680672,0.1
0,0.13
0.001788909,0.44
0.001883239,0.1
0.001669449,0.05
0.001730104,0.01
0.001736111,0.68
0.001730104,0.09
0,1.05
0.001669449,0.05
0,0.01
0.001677852,0.16
0,0.01
0,0.25
0,0.03
0.001669449,0.03
0,0.23
0.001828154,0.02
0.002212389,4.22
0.001669449,0.78
0,0.8
0.001686341,0.33
0.002020202,1.47
0.002024291,1.67
0.002202643,0
0.002169197,0
0.001675042,0.12
0,0.46
0.001672241,0.06
0.001677852,0.03
0.001689189,0.53
0.001692047,0.03
0.001757469,0.03
0.001715266,0.31
0.001760563,0.3
0,0.14
0.001821494,0.67
0.001669449,0.05
0.001672241,0.01
0,0.2
0.002105263,0.21
0.001669449,0.39
0.001669449,0.05
0.001672241,0.01
0,0.1
0,0.23
0.001792115,0.38
0.001795332,1.25
0.001814882,5.6
0.001926782,0
0.001930502,0
0.001934236,0
0,0
0.001893939,0
0.001937984,0
0.001897533,0
0,0
0.001901141,0
0.001980198,0.39
0.001828154,0.14
0.002336449,1.31
0.002012072,0.23
0.002016129,2.58
0.001669449,0.05
0,0.08
0,0.23
0.002304147,0.19
0.001727116,0.18
0.001919386,0.17
0.001968504,0.05
0.001669449,0.05
0,0.02
0.001675042,0.38
0.002123142,0.7
0,3.19
0.001904762,0
0.001675042,0.05
0.001824818,0.87
0.001669449,0.05
0.001672241,0.05
0.001724138,0
0,0.09
0.00203252,0.18
0.001941748,0.09
0,0
0,0
0,0
0,0
0.00170068,0.35
0.001703578,1.41
0.001706485,0.82
0.002364066,15.11
0,0.21
0.002247191,0.05
0,0.04
0.001669449,0.48
0.001672241,0.09
0.001795332,0.2
0.001805054,0.93
0.001879699,0.28
0.001964637,1.62
0,4.82
0.001675042,0.05
0.00172117,0
0.001669449,0.32
0.001672241,0
0,0.42
0.001683502,0.3
0.001686341,0.16
0,1.79
0.001669449,0.54
0.002298851,0.01
