Color,Timeratio,TimeInt,MoveNumber,eva,Termination,Piece
1,0.205761317,1,18,-8.35,1,King
1,0.634920635,2,42,-4.88,0,Pawn
0,0.42462845,2,23,6.62,0,Bishop
0,0.333333333,1,35,-1.04,0,Rook
0,4.979253112,12,37,6.39,0,Queen
1,1.351351351,6,23,-21.61,0,Queen
1,4.166666667,15,24,-6.55,0,Bishop
1,8.108108108,18,28,-8.68,0,Knight
1,1.086956522,5,27,14.08,0,Bishop
0,0.351493849,2,19,6.85,0,Knight
0,2.330508475,11,10,7.01,0,Bishop
0,0.401606426,2,16,16.76,0,Knight
0,28.09667674,93,13,0,0,Bishop
1,1.404494382,5,28,2.81,1,Bishop
0,0.804289544,3,21,8,0,Knight
1,2.111324376,11,19,7.92,0,Queen
0,0.392156863,2,13,11.19,0,Bishop
1,0.746268657,3,28,-17.78,0,Rook
1,0.37037037,1,41,-75.13,0,Pawn
0,0.55401662,2,42,9.53,0,Knight
0,1.111111111,5,32,12.69,0,Rook
0,7.5,3,51,5,1,King
0,0.530503979,2,73,0,0,King
1,0.350262697,2,10,-8.49,0,Bishop
0,0.342465753,2,13,11.3,0,Bishop
0,1.909307876,8,30,6.9,0,Bishop
1,7.333333333,11,34,-16.01,0,Rook
0,2.564102564,7,29,-14.24,0,Rook
1,0.842105263,4,17,-3.54,0,Bishop
1,5.333333333,4,41,-0.45,1,Queen
1,0.515463918,1,37,-15.55,0,King
1,1.442307692,6,17,-8.62,0,Rook
1,0.220750552,1,40,-70.65,0,Pawn
0,1.25,5,15,4.79,0,Bishop
0,1.388888889,6,29,6.92,0,Knight
0,0.574712644,3,19,8.3,0,Queen
0,1.685393258,3,36,12.57,0,Queen
0,2.788844622,7,22,13.76,0,Bishop
0,0.722021661,2,22,11.65,0,Rook
1,2.590673575,5,37,-9.77,0,Rook
1,0.188679245,1,21,14.38,0,Rook
1,0.69124424,3,28,-9.38,1,Rook
0,0.198019802,1,19,11.46,0,Knight
1,0.214592275,1,33,-10.85,0,Queen
1,1.385041551,5,30,-0.04,0,Knight
0,0.755667506,3,39,74.32,0,Queen
1,1.832460733,7,27,-8.6,0,Rook
1,1.10864745,5,22,-8.36,0,Rook
1,28.57142857,2,49,62.23,1,Queen
0,0.755667506,3,25,10.47,0,Pawn
1,3.260869565,6,23,-12.13,0,King
1,11.76470588,2,48,6.12,1,Pawn
1,0.772200772,2,67,0,0,King
1,0.604229607,2,16,-13.67,0,Bishop
1,3.157894737,6,48,-16.67,0,King
0,3.867403315,14,19,9.58,0,Queen
1,1.754385965,3,38,-5.07,0,Rook
1,47.82608696,33,29,-14.37,1,Queen
1,0.36900369,2,11,-17.3,0,Bishop
1,1.108033241,4,14,-5.23,0,Queen
1,1.704545455,3,25,-13.7,0,Queen
0,0.454545455,1,42,16.11,0,Pawn
1,1.449275362,2,44,7.42,0,King
1,1.417004049,7,25,-7.79,0,Pawn
0,8.229426434,33,21,7.02,0,Knight
1,0.551470588,3,9,1.7,0,Pawn
1,0.858369099,4,37,-7.44,0,Rook
1,2.5,10,18,-10.16,0,Queen
1,5.627705628,13,25,-9.02,0,Rook
0,0.754716981,2,38,7.67,0,Rook
1,0.894854586,4,18,-11.63,0,Rook
1,10.08403361,12,45,-8.45,1,Pawn
0,0.265251989,1,28,8.13,0,Queen
1,1.298701299,6,17,-11.61,0,Queen
0,0.188323917,1,15,15.48,0,Knight
1,0.225225225,1,21,8.92,0,Pawn
0,0.262467192,1,42,9.6,0,Rook
0,4.01459854,11,36,0,0,Queen
0,14.28571429,33,32,8.75,0,Queen
0,6.093189964,17,27,-13.75,0,Knight
1,0.37593985,1,80,0,1,King
0,0.522648084,3,8,11.8,0,Queen
1,7.843137255,4,51,-60.04,0,Pawn
1,1.452282158,7,16,-8.98,0,Bishop
0,1.902173913,7,40,4.42,0,Rook
1,16.66666667,1,88,-61.74,1,Rook
0,0.44345898,2,21,11.62,0,Queen
1,3.921568627,2,42,-1.41,1,King
1,1.796407186,3,36,-4.8,0,Rook
0,5.75,23,22,9.26,0,Bishop
0,11.11111111,3,55,-11.04,1,Knight
1,8.521303258,34,18,0.19,0,Knight
1,4.402515723,14,23,-8.44,0,Knight
0,1.049868766,4,25,-6.21,0,Queen
1,0.82815735,4,24,-16.46,0,Bishop
1,0.680272109,2,37,-10.55,0,Queen
0,2.162162162,4,32,15.62,0,Queen
0,1.915708812,5,38,11.64,0,Queen
1,0.652173913,3,27,-9.7,0,Rook
1,0.753768844,3,13,-7.49,0,King
0,1.012145749,5,21,0.46,0,Rook
0,0.56980057,2,25,3.62,0,Bishop
0,2.739726027,2,54,82.48,0,Bishop
1,3.053435115,4,40,-9.3,0,Knight
1,0.867678959,4,35,2.04,0,Bishop
1,4.376367615,20,29,18.59,0,Rook
0,0.675675676,3,20,-9.02,0,Rook
0,0.229885057,1,17,7.07,0,Knight
0,0.8,3,22,-11.15,0,Rook
0,1.984126984,5,25,13.17,0,Rook
1,1.463414634,3,64,0,0,King
1,1.275510204,5,23,-14.78,0,Bishop
0,2.189781022,3,48,60.12,1,King
0,0.952380952,3,42,10.53,0,Rook
0,1.775147929,3,45,9.12,0,Rook
0,1.136363636,2,50,61.17,0,Pawn
1,3.525641026,11,22,-7.11,0,King
0,0.201612903,1,42,-13.02,0,King
1,0.537634409,2,24,27.23,0,Queen
1,0.432900433,2,24,21.46,0,Bishop
1,5.555555556,2,65,0,0,Pawn
0,0.507614213,2,35,-63.62,0,King
1,0.240963855,1,38,-7.32,0,King
1,4.651162791,2,39,0,1,King
0,1.302083333,5,45,0,0,Rook
1,13.84083045,40,20,-6.15,0,Bishop
1,3.50877193,2,38,-68.69,0,Rook
0,0.709219858,4,10,10.84,0,Bishop
0,1.6985138,8,23,12.61,0,Bishop
1,1.941747573,8,18,-22.56,0,Bishop
1,0.789473684,3,23,-11.44,0,Queen
0,4.6875,12,28,16.54,0,Queen
1,1.485148515,6,26,-10.58,0,Rook
1,2.631578947,4,34,7.92,1,Rook
1,0.628930818,1,28,18.73,0,Bishop
0,0.512820513,2,26,9.28,0,Rook
0,1.864801865,8,35,9.72,0,Queen
1,0.785854617,4,25,-15.61,0,Rook
1,0.621118012,2,37,-7.9,0,Rook
0,0.94637224,3,46,62.92,0,Pawn
0,0.397614314,2,28,14.08,0,Knight
1,0.911161731,4,21,-27.96,1,Queen
0,3,6,37,9.1,0,Pawn
0,3.112840467,8,25,10.86,0,Knight
0,0.572519084,3,29,14.02,0,Queen
1,4.494382022,4,39,-4.35,1,Knight
1,0.510204082,2,25,-9.44,0,Rook
0,0.479616307,2,27,19.09,0,Queen
0,29.41176471,15,39,3.65,1,Queen
1,0.251256281,1,38,-14.28,0,Rook
1,13.60544218,20,36,-10,0,Rook
0,0.833333333,2,38,7.59,0,Rook
0,0.378071834,2,23,7.77,0,Pawn
0,1.298701299,4,59,55.19,0,Queen
0,0.263852243,1,26,10.62,0,Knight
1,2.956989247,11,26,-13.95,0,Pawn
0,2.109704641,5,39,9.04,0,Knight
1,3.433476395,8,26,-7.71,0,Queen
0,8.638743455,33,20,-11.24,0,Pawn
0,2.610966057,10,18,13.51,0,Pawn
0,1.19047619,3,21,7.91,0,Queen
1,29.35153584,86,19,-7.84,1,Queen
0,4.956268222,17,38,7.53,0,Bishop
1,0.21141649,1,17,-7.3,0,Rook
0,2.01793722,9,23,-15.31,0,King
1,0.840336134,3,40,-14.02,0,Rook
0,1.425178147,6,19,7.61,0,Queen
0,0.44345898,2,23,11.21,0,Rook
1,1.171875,6,21,-12.72,0,Bishop
1,2.505694761,11,13,-15.46,0,Bishop
0,4.090909091,9,43,10.77,1,Queen
1,0.680272109,2,67,-72.11,1,King
1,70,14,42,-4.11,1,Rook
0,0.657894737,1,42,15.46,0,Knight
1,1.326259947,5,29,8.65,0,King
1,19.2139738,44,22,-0.83,1,Rook
1,83.33333333,5,30,9.15,0,Rook
1,4.709141274,17,22,-4.54,1,Pawn
1,7.743362832,35,25,-8.31,0,Queen
0,4.424778761,10,21,13.51,0,Queen
0,0.421052632,2,19,7.09,0,Knight
0,0.684931507,2,39,4.18,0,Queen
1,0.217864924,1,34,-9.82,0,Pawn
0,8,4,54,0,1,King
1,0.75,3,32,-4.58,0,King
1,0.777202073,3,23,-7.6,0,Knight
1,0.210084034,1,19,-14.61,0,Queen
1,3.95480226,7,40,-10.32,0,King
0,2.528089888,9,21,13.88,0,Bishop
1,2.777777778,1,57,0,1,King
0,10.98901099,10,35,23.23,1,Knight
0,0.539083558,2,24,13.79,0,Queen
1,10.52631579,4,40,-8.73,1,King
1,0.717703349,3,21,-17.97,0,Queen
0,2.293577982,10,24,14.16,0,Knight
0,8.274231678,35,15,1.35,0,Pawn
0,0.651465798,2,27,10.24,0,Queen
1,1.90023753,8,28,-71.98,0,Queen
0,4.716981132,5,40,-12.56,0,Queen
1,0.543478261,2,35,-6.23,0,Pawn
1,2.114803625,7,36,-3.3,1,Knight
1,140.4761905,59,19,-6.28,0,Bishop
0,2.006688963,6,28,13.59,0,Pawn
0,3.404255319,8,35,11.37,1,Pawn
1,3.333333333,2,47,-57.85,0,Queen
1,1.518438178,7,20,-24.42,0,Bishop
1,0.686498856,3,16,15.45,0,King
1,6.85483871,17,30,10.61,0,Knight
1,0.506329114,2,26,-16.87,0,Rook
1,1.075268817,3,39,-7.89,0,Rook
1,6.746031746,17,39,13.75,1,Rook
1,0.376647834,2,11,-19.06,0,Bishop
1,2.087286528,11,23,-2.61,0,Rook
0,0.383141762,1,34,11.77,0,Knight
1,3.171641791,17,15,5.51,0,Rook
0,0.41322314,2,20,17.38,0,King
1,0.446428571,1,48,0,0,Knight
1,1.5,6,35,-13.76,0,Rook
1,0.401606426,2,27,4.47,0,King
0,0.363636364,2,20,16.45,0,Knight
1,0.391389432,2,21,-14.07,0,Rook
1,6.843267108,31,18,11.69,0,Queen
0,3.232758621,15,23,-8.59,1,Knight
1,18.18181818,2,43,-10.62,1,Pawn
0,0.609756098,2,32,-60.35,0,King
1,0.675675676,3,29,7.08,0,Bishop
0,1.207243461,6,19,12.3,0,Rook
1,4.761904762,2,37,-21.02,0,Rook
0,11.38211382,14,36,15.69,0,Bishop
1,2.76816609,8,26,-10.88,0,Bishop
0,0.751879699,3,46,68.08,0,Pawn
0,3.673469388,18,20,8.52,0,Rook
1,1.174168297,6,18,-7.86,0,Pawn
0,58.63309353,163,23,-7.57,0,Knight
1,0.653594771,3,32,-8.23,0,Bishop
0,3.278688525,2,46,-7.6,1,Knight
0,1.935483871,6,27,8.19,0,Rook
0,6.896551724,6,41,4.73,1,King
0,8.128078818,33,15,5.41,0,Knight
1,1.081081081,2,39,-7.85,0,Queen
0,0.446428571,2,36,6.17,0,Rook
1,1.351351351,4,57,60.14,1,King
1,0.229357798,1,37,-10.99,0,Rook
0,1.78041543,6,25,1.19,0,Pawn
1,1.928374656,7,32,-10.54,0,Bishop
0,0.449438202,2,20,18.13,0,Knight
0,7.395498392,23,25,7.69,0,Knight
1,0.619195046,2,24,-8.83,0,King
1,1.374570447,4,28,-7.39,0,Knight
1,1.584158416,8,13,-6.59,0,Knight
0,2.755905512,7,41,57.85,0,Rook
0,1.473684211,7,17,14.61,0,Knight
0,0.76142132,3,22,14.53,0,Queen
1,0.684931507,2,38,-10.08,1,King
1,8.333333333,1,51,11.88,1,Knight
1,1.5625,7,26,-8.77,0,Rook
1,1.225490196,5,17,-18,0,Knight
0,0.425531915,2,30,63.93,0,King
0,2.53164557,4,30,17.66,0,Queen
0,0.529100529,2,27,7.74,0,Queen
0,29.62962963,8,42,3.77,0,Knight
0,0.297619048,1,36,74.98,0,Pawn
1,0.840336134,2,30,20.46,0,King
0,1.570680628,6,44,62.3,0,Queen
0,0.702576112,3,27,-15.07,0,King
1,0.621118012,1,42,6.06,1,Rook
1,1.691331924,8,21,-5.25,1,Knight
0,2.579365079,13,24,14.44,0,Bishop
1,0.714285714,3,27,3.62,0,Queen
1,2.325581395,6,28,-14.32,0,Rook
0,0.709219858,3,22,11.92,0,Queen
0,2.057613169,5,76,0,0,King
1,0.192307692,1,12,0.41,0,Queen
0,2.702702703,7,37,13.59,0,Queen
1,0.795228628,4,33,-5.48,0,Rook
1,1,2,51,-15.2,0,Knight
0,6.474820144,27,22,7.47,0,Queen
0,3.896103896,3,59,69.7,0,Knight
0,0.336700337,1,48,86.4,0,King
0,0.952380952,2,33,15.9,0,Rook
0,7.04845815,16,23,-9.34,0,Queen
1,9.792284866,33,20,-19.49,0,Bishop
1,1.382488479,3,38,-7.67,0,Pawn
1,1.302931596,4,30,3.23,1,Knight
1,5.797101449,8,26,-3.13,0,Rook
0,0.529100529,3,8,12.92,0,Knight
0,0.399201597,2,24,13.78,0,Bishop
1,9.239130435,17,29,-12.23,0,Rook
0,3.188405797,11,27,8.64,0,Rook
1,4.117647059,7,36,-7.12,0,Queen
0,1.351351351,5,29,5.92,0,King
1,66.66666667,2,53,0,0,King
1,3.95256917,10,42,-10.9,1,Rook
1,2.702702703,1,52,0,0,King
1,3.041825095,8,28,-8.07,0,Knight
1,25,1,92,0,0,King
0,0.412371134,2,22,-6.92,0,Bishop
1,11.35646688,36,28,8.29,1,Queen
0,1.646090535,8,17,9.94,0,Knight
0,0.20242915,1,29,-11.03,0,Pawn
0,1.612903226,8,23,10.85,0,Rook
0,1.072961373,5,30,16.52,0,Queen
1,0.348432056,1,37,0,0,Rook
1,0.3003003,1,37,-5.85,0,Queen
1,2.23325062,9,17,-14.38,0,Rook
1,0.816326531,2,41,-1.85,0,King
0,2.666666667,2,35,8.46,1,Bishop
0,31.70731707,39,27,8.38,1,Pawn
0,1.136363636,3,33,7.86,0,Knight
0,2.112676056,3,53,1.17,1,King
1,50,1,59,0,0,King
1,5.292479109,19,18,-10.46,0,Knight
0,3.012048193,10,20,10.2,0,Bishop
0,0.205338809,1,20,0,0,King
0,0.78125,4,12,7.17,0,Rook
1,4.921259843,25,16,6.95,1,Queen
1,1.091703057,5,25,-6.13,0,Queen
0,0.883392226,5,5,12.86,0,Queen
0,1.455301455,7,16,5.9,0,Pawn
0,0.397614314,2,17,7.7,0,Queen
0,3.365384615,14,24,7.62,0,Queen
1,0.795755968,3,19,-17.38,0,Rook
0,0.259067358,1,33,14.6,0,Knight
1,0.251889169,1,66,0,1,Pawn
0,0.881834215,5,6,9.33,0,Knight
0,0.198412698,1,19,-6.09,0,Pawn
1,1.15942029,4,22,-17.38,0,Knight
1,1.102941176,3,27,-8.15,0,Queen
0,0.840336134,1,67,0,0,King
0,0.234192037,1,46,18.97,0,Rook
1,0.715990453,3,17,-9.13,0,Rook
0,2.087682672,10,33,11.27,0,Rook
1,9.090909091,2,54,0,0,King
0,0.970873786,3,20,7.84,0,Knight
1,1.619433198,4,55,-62.93,0,King
0,0.25974026,1,17,16.86,0,Knight
1,0.618556701,3,20,2.58,1,Queen
1,0.892857143,3,26,-13.18,0,Knight
1,0.534759358,2,27,-6.69,0,Pawn
1,0.222222222,1,35,-11.73,0,Bishop
0,2.307692308,12,15,4.51,0,Queen
0,0.808080808,4,23,11.46,0,Queen
0,4,11,47,0,0,Rook
0,4.347826087,3,41,68.12,0,King
1,0.431965443,2,24,9.92,0,King
0,0.465116279,2,34,71.73,0,Rook
1,1.45631068,3,26,-17.62,0,Knight
0,0.214592275,1,28,8.13,0,Knight
0,1.470588235,5,25,-2.46,0,Rook
1,17.85714286,5,39,-11.42,0,Knight
0,2.352941176,4,30,8.44,0,Bishop
1,0.540540541,3,15,-7.53,0,Bishop
0,1.709401709,2,29,-11.08,0,Bishop
1,3.646833013,19,13,-7.07,0,Knight
1,2.857142857,1,34,0,0,Rook
0,2.877697842,4,38,58.4,0,Knight
1,0.204498978,1,23,-11.57,0,Rook
0,3.3632287,15,31,8.12,0,Pawn
0,2.730375427,8,44,11.4,1,Queen
0,0.308641975,1,24,9.27,0,Pawn
0,38.19444444,55,31,7.84,0,Rook
1,0.704225352,1,41,-19.8,0,King
0,0.236406619,1,22,1.61,0,Rook
0,3.562945368,15,24,6.78,0,Pawn
0,16.66666667,1,39,-6.85,1,Rook
1,3.80952381,8,29,-11.89,0,Knight
1,0.919117647,5,13,-7.15,0,Knight
0,4.611650485,19,26,11.71,0,Bishop
0,2.680965147,10,19,8.59,0,Bishop
1,0.477326969,2,28,-9.31,0,Rook
0,0.343642612,1,77,69.21,0,King
0,8.980582524,37,16,-3.33,0,Knight
0,1.25,4,45,7.25,0,Bishop
0,3.048780488,5,33,10.92,0,Queen
0,0.189753321,1,21,10.75,0,Knight
1,0.564971751,3,18,-14.16,0,Rook
0,2.406417112,9,25,8.17,0,Rook
1,0.638977636,2,31,63.19,0,King
0,0.552486188,2,44,7.92,0,Rook
0,22.91666667,11,21,-8.92,0,Knight
1,0.574712644,1,66,0,0,King
1,1.140684411,3,55,-8.87,0,Knight
1,1.724137931,2,31,-9.38,0,Queen
1,5.221932115,20,15,0.83,1,Knight
1,2.30125523,11,11,-1.15,1,Rook
0,0.662251656,2,38,8,0,Rook
1,0.328947368,1,36,-7.97,0,Rook
0,0.867678959,4,26,9.12,0,Rook
1,1.052631579,3,26,-9.19,0,Queen
0,0.67114094,3,34,-12.75,0,Rook
0,0.871080139,5,8,6.76,1,Knight
0,7.006369427,11,32,8.87,0,Queen
1,7.37704918,9,54,-3.68,1,Pawn
1,1.554404145,3,30,-10,0,Rook
0,3.926096998,17,26,32.38,0,Queen
1,3.137254902,8,22,-10.23,0,Queen
0,1.146788991,5,25,10.38,0,Bishop
0,0.60851927,3,12,-8.97,0,Pawn
0,0.426439232,2,26,5.64,0,Bishop
1,7.220216606,20,38,69.21,0,King
1,0.540540541,1,32,0,0,Queen
1,0.2,1,27,-22.9,0,Bishop
0,1.772151899,7,31,10,0,Queen
0,2.892561983,14,20,6.86,0,Knight
0,1.005025126,2,32,70.11,0,Bishop
0,6.451612903,24,25,14.7,0,Pawn
0,14.94252874,39,23,-7.46,0,Queen
1,0.4784689,2,27,-9.98,1,Rook
0,0.468384075,2,40,10.2,0,Rook
0,17.25888325,34,19,0.94,1,Rook
0,4.036697248,22,12,0.91,0,Queen
1,1.073345259,6,11,-0.4,0,Bishop
0,0.471698113,1,36,32.51,0,Pawn
0,0.223713647,1,24,-21.19,0,Pawn
0,2.994011976,10,22,-0.98,0,Queen
0,1.158301158,6,23,16.68,0,Pawn
0,0.564971751,3,13,-8.83,0,Bishop
1,2.18579235,4,57,0.44,0,Bishop
1,1.746724891,4,30,6.83,1,Pawn
0,1.08401084,4,33,15.61,0,Queen
1,5.109489051,14,32,-21.09,0,Rook
0,1.115241636,6,19,11.55,0,Queen
0,0.775193798,2,41,-0.39,0,Rook
0,0.229357798,1,26,5.82,0,Knight
0,0.631578947,3,22,7.31,0,Rook
0,8.888888889,4,55,-6.17,0,King
1,1.895734597,8,20,-7.24,0,Rook
0,1.851851852,7,25,7.76,0,Rook
1,0.854700855,2,62,7.35,1,Pawn
0,1.136363636,3,26,20.3,0,Knight
0,0.751879699,4,28,11.3,0,Rook
0,1.092896175,2,68,67.77,1,Knight
0,3.272727273,9,23,1,0,Bishop
0,10,1,71,7.82,1,Rook
1,0.518134715,1,58,-0.04,1,Rook
0,1.321585903,3,46,72.3,0,Rook
1,2.593659942,9,34,-11.94,0,Pawn
0,50,1,46,5.34,1,Queen
0,0.411522634,1,33,8.66,0,Rook
1,1.167315175,6,19,-19.92,0,Bishop
1,1.041666667,5,28,-4.21,0,Rook
0,1.746724891,8,18,13.61,0,Rook
1,1.263157895,6,23,-12.5,0,Rook
1,1.595744681,6,30,-14.62,0,Pawn
1,0.348432056,1,30,-11.71,0,Rook
0,3.695652174,17,12,-4.78,0,Knight
0,0.755667506,3,26,14.94,0,Queen
0,0.653594771,1,38,6.25,0,Queen
0,2.5,1,43,63.01,0,Pawn
1,0.257731959,1,29,21.3,0,King
1,3.32326284,11,34,-11.95,1,Pawn
0,0.510204082,2,25,15.15,0,Bishop
0,0.845070423,3,17,-19.53,0,Rook
0,0.27027027,1,39,8.67,0,Pawn
1,0.72815534,3,21,12.76,1,Queen
0,0.27173913,1,43,58.91,0,Pawn
0,7.213114754,22,23,-1.82,1,Rook
1,0.806451613,3,29,-11.52,0,Knight
0,0.775193798,2,39,25.58,0,Queen
0,1.5625,1,44,4.13,1,Pawn
0,1.369863014,5,26,7.61,0,Rook
0,0.921658986,2,24,8.76,0,Pawn
0,4.631578947,22,9,2.51,0,Pawn
0,0.636942675,3,19,13.93,0,Bishop
1,4.179104478,14,21,-10.61,0,Bishop
0,0.934579439,2,23,13.62,0,Knight
0,28.57142857,6,33,19.51,1,Rook
0,0.63559322,3,25,-8.11,0,King
0,18.18181818,2,64,6.92,1,Rook
0,0.892857143,4,24,5.34,0,Knight
1,5.109489051,7,53,-5.49,0,Rook
0,2.358490566,10,22,12.33,0,Queen
0,0.406504065,1,48,8.77,0,King
1,1.015228426,4,23,6.22,0,Queen
1,100,1,49,0,0,Queen
0,2.179836512,8,24,11.6,0,Rook
0,2.822580645,14,23,-11.14,0,Queen
0,5.517241379,16,29,18.99,0,Knight
1,0.715990453,3,20,-7.08,0,Bishop
0,8.960573477,25,24,-8.69,1,Bishop
0,0.219298246,1,41,12.82,0,Bishop
1,1.351351351,4,34,-7.92,0,Pawn
1,3.658536585,6,36,-5.41,0,Knight
0,3.343465046,11,48,0,0,King
0,0.952380952,3,46,0,0,King
0,0.294117647,1,48,-4.54,0,King
1,1.648351648,6,40,-12.85,0,King
1,0.310559006,1,63,-0.05,0,King
1,0.584795322,3,24,-9.3,0,Queen
0,1.025641026,4,31,58.16,0,Queen
1,3.045685279,6,40,-8.37,1,Queen
0,7.961783439,25,34,8.38,0,Rook
0,0.921658986,4,18,-4.97,0,Knight
0,3.03030303,3,44,-10.23,1,Rook
1,0.217391304,1,37,-13.25,0,Rook
1,0.811359026,4,23,-8.54,1,Knight
1,1.360544218,4,43,-9.3,0,Pawn
0,2.013422819,3,32,18.71,0,Queen
0,0.444444444,2,24,16.73,0,Rook
1,2.179176755,9,21,-24.14,0,Knight
0,1.239669421,3,30,7.32,0,Pawn
1,0.540540541,1,72,0.03,1,Bishop
0,0.983606557,3,43,-65.02,1,Rook
0,0.546448087,2,24,14.15,0,King
1,6.474820144,9,35,-11.49,1,Rook
1,4.566210046,10,35,-0.51,1,Rook
0,0.688073394,3,13,6.47,0,Rook
0,2.925045704,16,13,14.01,1,Pawn
0,11.66666667,7,98,0,0,King
0,1.118568233,5,20,9.21,0,Queen
1,0.659340659,3,30,-9.33,0,Queen
0,8.970099668,27,29,15.53,0,Bishop
1,0.744416873,3,26,-7.6,1,Queen
1,0.469483568,1,34,-20.02,1,Bishop
1,1.639344262,6,30,-9.18,0,Rook
0,0.655021834,3,15,8.96,0,Knight
0,2.392344498,10,17,10.86,1,Queen
1,0.724637681,3,25,-74.98,0,Queen
1,4.032258065,10,39,10.55,0,Pawn
0,1.225490196,5,41,16.25,0,Rook
0,1.715686275,7,24,1.5,0,Rook
0,0.302114804,1,28,6.06,0,Bishop
0,100,1,75,-7.12,1,Knight
0,2.048417132,11,14,6.77,0,Bishop
1,0.688073394,3,25,-7.33,0,Rook
0,5.894736842,28,32,10.63,0,Rook
0,0.284900285,1,21,7.31,0,Bishop
1,0.536193029,2,31,-9.48,0,Bishop
0,10.16949153,36,22,-7.27,0,Rook
0,9.459459459,14,24,-19.8,0,Rook
1,2.721088435,4,39,-14.08,0,Bishop
1,0.428265525,2,28,13.08,0,King
1,2.528089888,9,32,13.86,0,Rook
0,0.1953125,1,26,-15.53,0,King
1,0.358422939,1,33,-7.6,0,Rook
0,5.689277899,26,15,-7.84,0,Queen
1,6.751054852,16,37,-8.69,0,Bishop
0,36,9,38,-1.73,1,Knight
0,0.632911392,2,30,14.62,0,Queen
1,1.061007958,4,29,20.67,0,Pawn
0,0.793650794,3,13,-13.7,0,Queen
1,11.83800623,38,17,5.45,1,Bishop
1,0.625,2,19,-10.63,0,Bishop
1,5.789473684,11,51,-26.73,0,Queen
1,0.411522634,2,31,-3.99,0,Rook
0,3.269754768,12,25,7.46,0,Rook
1,0.383141762,2,18,-12.02,0,Bishop
0,2.857142857,2,48,60.54,0,Rook
1,0.923076923,3,41,-10.71,0,Rook
1,2.923976608,5,37,-12.26,0,Pawn
1,4,2,41,-8.71,0,Rook
0,5.791505792,15,27,-9.18,0,Bishop
0,9.895833333,19,25,8.52,0,Bishop
0,4.322766571,15,26,2.53,1,Pawn
1,0.392156863,2,21,-9.16,0,Rook
1,1.327433628,6,17,-11.07,0,Bishop
1,0.24691358,1,42,59.91,0,King
0,0.209205021,1,17,-10.04,0,Pawn
0,0.578034682,2,58,7.02,1,Queen
1,5.604719764,19,17,-0.29,0,Queen
0,4.559270517,15,27,7.5,0,Rook
0,5,1,34,-10.01,1,King
0,0.427350427,2,41,64.88,0,Queen
0,1.511335013,6,38,70.02,0,Queen
0,5.555555556,12,29,-8.23,0,Knight
1,2.016129032,5,21,-17.13,0,Queen
0,1.384083045,4,7,8.67,0,Bishop
0,0.179856115,1,11,5.98,0,Pawn
0,5.800464037,25,27,7.86,0,Rook
1,4.705882353,8,36,-9.51,0,Rook
1,3.777777778,17,23,5.79,0,Queen
0,0.52173913,3,14,7.23,0,Rook
0,0.427350427,2,14,14.17,0,Bishop
0,0.70754717,3,29,9.02,0,King
1,0.393700787,2,28,-21.07,0,Bishop
0,1.061946903,6,14,11.03,0,Pawn
1,0.497512438,1,33,0,0,King
0,4.918032787,3,33,11.62,1,Bishop
0,8.130081301,20,38,10.68,0,Queen
1,2.325581395,1,69,0,0,King
0,7.380073801,20,33,12.11,0,King
1,1.445086705,5,34,-18.92,1,Queen
1,0.491400491,2,16,-11.79,0,Queen
1,1.18694362,4,23,-11.65,0,Queen
0,0.66518847,3,33,72.5,0,Queen
1,2.054794521,6,28,-20.15,0,Queen
0,6.779661017,12,33,10.61,0,Knight
1,0.480769231,2,24,-4.86,0,Knight
0,0.66518847,3,22,10.24,0,Knight
0,34.68634686,94,17,9,0,Knight
1,1.27388535,2,31,-14.17,0,Knight
1,0.204918033,1,23,-10.07,1,Knight
0,7.692307692,1,44,-9.31,1,King
1,0.829875519,4,21,-1.6,0,Bishop
1,1.075268817,2,25,11.28,1,Pawn
0,1.570680628,3,44,57.75,0,Rook
1,0.448430493,2,15,-7.32,0,Bishop
0,0.740740741,1,32,7.75,0,Queen
0,0.375234522,2,21,19.85,0,Knight
1,0.25,1,35,-20.23,0,Knight
0,0.186915888,1,23,8.6,0,Rook
1,0.840336134,1,43,-20.54,0,Pawn
0,0.853242321,5,6,2.02,1,Bishop
1,4.458598726,7,33,-9.06,0,Rook
0,1.03626943,2,46,137.06,0,Queen
0,1.234567901,4,35,13.25,0,Rook
0,0.465116279,1,41,10.39,0,King
1,7.348242812,23,33,-7.93,0,Knight
1,3.52303523,13,27,-6.92,1,Bishop
0,2.769230769,9,23,12.07,0,Queen
1,1.340482574,5,28,7.48,1,Knight
1,2.50965251,13,11,9.36,0,Pawn
1,12.05357143,27,23,-10.9,0,Rook
0,0.470588235,2,21,14.92,0,Queen
1,0.227272727,1,35,-67.62,0,Pawn
0,2.247191011,8,19,10.77,0,Queen
0,2.723735409,14,19,8.07,0,Rook
1,6.024096386,15,23,13.81,0,Queen
1,0.539083558,2,27,-12.71,0,Bishop
0,5.336426914,23,24,-16.13,0,Queen
0,1.325757576,7,7,13.84,0,Bishop
0,0.88028169,5,11,10.67,0,Queen
1,4.72972973,14,30,-10.65,0,Knight
1,3.237410072,18,6,-7.54,0,Knight
1,0.361663653,2,12,-14.09,0,Queen
0,1.263157895,6,20,17.09,0,Bishop
1,0.740740741,3,21,-7.53,0,Knight
1,0.963855422,4,19,-8.57,0,Bishop
0,1.735357918,8,19,-9.46,0,Rook
