Color,Timeratio,TimeInt,MoveNumber,eva,Termination,Piece
0,1.395348837,6,31,10,0,King
0,0.720720721,4,8,6.38,0,King
1,2.173913043,6,34,-11.07,0,Queen
1,0.772200772,2,49,-7.92,0,Rook
0,4.444444444,2,48,60.63,1,Rook
1,2.538071066,5,28,-13.25,0,Rook
0,0.711743772,2,29,15.23,0,King
1,0.530503979,2,23,7.15,0,Knight
1,1.308411215,7,14,-13.28,0,Pawn
0,2.617801047,5,36,8.82,0,Rook
0,0.294985251,1,44,-8.14,0,Queen
1,1.176470588,1,63,-9.64,0,Knight
1,6.349206349,12,40,-7.76,0,Queen
1,2.675585284,8,26,-11.46,0,Rook
0,0.362318841,2,15,15.37,0,Queen
1,4.697986577,14,27,-11.92,0,Knight
0,0.562851782,3,12,7,0,Pawn
1,1.492537313,3,31,-1.84,0,Knight
1,19.23076923,5,73,-58.86,1,Queen
1,0.681431005,4,9,-0.17,1,Bishop
0,5.163043478,19,19,12.15,0,Rook
1,3.428571429,6,45,0,1,Pawn
1,0.437636761,2,45,-49.84,0,Bishop
1,0.425531915,2,24,-7,0,Queen
0,4.748603352,17,27,15.61,0,Bishop
1,0.847457627,3,27,-5.74,0,Bishop
0,1.694915254,1,29,8.94,1,Queen
1,0.938967136,4,26,-14.75,0,Queen
1,0.653594771,1,65,-61.75,0,King
0,0.344234079,2,8,12.38,0,Queen
1,0.923076923,3,37,-7.91,0,Rook
0,1.84501845,5,64,0,0,Rook
1,3.591160221,13,20,0.27,0,Queen
1,1.886792453,7,28,-5.06,0,Bishop
1,0.471698113,2,29,-20.01,0,Queen
0,0.235294118,1,32,-1.66,1,Rook
1,3.676470588,10,19,-21.62,0,Knight
1,1.123595506,3,52,-2.87,1,King
1,0.616016427,3,18,-8.69,0,Bishop
0,1.6985138,8,21,3.69,0,Bishop
0,1.044386423,4,30,8.92,0,King
1,0.42462845,2,18,-7,1,Knight
0,1.136363636,2,37,8.86,1,King
0,0.202020202,1,23,6.29,0,Rook
1,0.294985251,1,50,-59.38,0,Rook
0,0.673400673,2,33,63.44,0,Rook
1,10.30534351,27,22,-3.66,1,Rook
1,1.694915254,6,25,-9.89,0,Rook
1,1.328903654,4,36,-3.78,1,King
1,0.222717149,1,34,0,0,Rook
1,1.834862385,10,5,-7.85,0,Queen
1,1.033057851,5,15,-16.16,0,Rook
1,0.398406375,2,39,-14.25,0,Bishop
0,0.869565217,3,28,10.06,0,Bishop
0,1.072386059,4,34,12.77,0,King
0,3.921568627,2,44,12.48,0,Rook
0,0.348432056,2,11,16.69,0,Queen
1,1.97044335,8,8,3.52,0,Pawn
1,0.653594771,3,23,4.71,1,Rook
0,15.78947368,15,27,-17.89,1,Queen
1,0.755667506,3,35,-9.62,0,Rook
1,3.490759754,17,11,-14.62,0,Knight
1,1.470588235,3,69,0,0,King
0,0.581395349,1,39,7.65,0,Rook
1,0.483091787,1,32,-11.71,1,Queen
0,1.785714286,7,21,11.64,0,Rook
1,0.589970501,2,28,-7.83,0,Knight
0,0.473933649,1,29,12.89,0,Knight
1,1.284796574,6,15,-24,0,Bishop
1,6.896551724,12,28,-7.16,0,Pawn
0,6,24,19,13.15,1,Queen
0,2.011494253,7,22,9.98,0,Rook
0,0.961538462,4,35,-20,0,Bishop
1,6.772009029,30,18,10.44,0,Bishop
1,0.783289817,3,44,-7.46,0,King
0,1.154734411,5,26,15.5,0,Pawn
0,3.03030303,13,24,9.08,1,Bishop
1,0.666666667,3,20,9.84,0,Bishop
0,6.547619048,11,35,22.36,0,Queen
1,7.407407407,2,25,2.48,1,Bishop
1,3.16027088,14,14,16.59,0,Queen
1,2.786377709,9,36,-6.64,0,Queen
1,0.352112676,1,41,-72.75,0,Rook
0,9.950248756,20,29,17.08,0,Knight
1,2.131782946,11,18,-11.84,0,Rook
1,0.952380952,1,38,3.84,0,King
0,1.016260163,5,24,8.84,0,Bishop
1,4.347826087,3,28,-11.04,1,Bishop
1,2.643171806,6,34,-12.54,0,Bishop
0,3.278688525,2,50,0,0,King
0,5.605381166,25,18,10.75,0,Knight
1,0.581395349,2,23,9.89,0,King
0,1.442307692,3,47,9.04,0,Queen
1,2.947845805,13,18,0.43,0,Rook
0,2.466793169,13,13,6.62,0,Queen
0,0.69124424,3,19,12.98,0,Knight
1,7.547169811,8,51,0,0,King
1,0.245098039,1,45,-16.38,0,Pawn
1,0.705882353,3,32,-10.77,0,Rook
0,6.882591093,17,31,9.25,0,Queen
1,0.8,4,23,-8.99,0,Pawn
0,0.819672131,3,44,64.63,0,Rook
0,3.333333333,4,39,8.46,1,King
0,0.8,2,44,10.92,0,Queen
0,0.784313725,2,25,12.84,0,Knight
1,0.29154519,1,38,-10.19,0,Pawn
1,0.970873786,2,21,-15.44,0,Knight
0,3.289473684,5,30,12.64,0,Queen
1,3.51758794,14,27,-5.68,0,Bishop
1,4.467353952,13,21,-9.13,0,Queen
1,0.843881857,4,19,-8.25,0,Rook
1,0.314465409,1,33,-8.13,0,King
1,3.007518797,8,18,-17.51,0,Queen
1,1.811594203,5,47,7.7,1,Pawn
1,1.704545455,3,49,-66.39,0,Rook
1,3.636363636,2,50,-11.76,1,Rook
1,3.191489362,3,52,-7.95,1,King
0,8.29787234,39,15,-10.71,0,Bishop
1,5.357142857,3,34,0.95,1,Rook
0,2.685950413,13,25,-15.65,0,Pawn
1,0.816326531,4,15,-12.39,0,Pawn
1,1.176470588,6,12,-23.23,0,Bishop
1,0.833333333,3,26,-8.93,0,Pawn
0,2.272727273,2,38,72.71,1,Rook
1,1.169590643,2,24,-6.93,0,Bishop
0,1.512287335,8,13,4.98,0,Rook
1,25.71428571,27,35,-7.67,0,Knight
1,0.743494424,4,9,13,0,King
1,0.272479564,1,38,-11.84,0,Pawn
1,0.35971223,2,13,-8.81,0,King
0,1.047120419,2,29,9.09,0,Knight
0,0.285714286,1,50,0,0,Knight
1,7.471264368,26,22,-3.27,1,Rook
1,0.753768844,3,19,-6.45,0,Knight
0,4.779411765,13,31,7.69,1,King
0,1.282051282,5,30,0,0,Knight
0,0.381679389,2,14,-1.47,0,Queen
0,1.047120419,4,24,8.2,0,Rook
0,0.373831776,2,16,-8.37,0,Queen
1,3.409090909,3,50,-8.2,1,King
1,9.174311927,10,33,-3.61,1,Queen
1,2.205882353,3,34,-5.18,0,Rook
0,1.746724891,4,29,7.46,0,Rook
0,1.84501845,5,25,-13.09,0,Pawn
1,0.617283951,1,36,10.8,0,Rook
1,1.777777778,4,42,-10.94,1,Knight
1,0.215053763,1,34,0,0,Rook
0,1.785714286,1,49,11.09,0,King
0,0.854700855,3,40,67.95,0,Pawn
0,1.015228426,2,43,7.77,0,Knight
0,2.857142857,15,9,6.92,0,Queen
1,1.559454191,8,12,-8.23,0,Knight
0,4.87804878,16,40,7.9,0,Queen
0,1.207729469,5,25,9.89,0,Pawn
0,2.319587629,9,21,8.02,1,Pawn
0,21.73913043,45,30,0,1,Rook
0,3.493449782,8,33,71.9,1,Knight
0,1.016949153,3,25,8.84,0,Rook
1,5.14541387,23,18,1.87,0,Bishop
1,0.342465753,1,30,-6.26,0,Rook
1,2.031602709,9,25,-7.16,0,Pawn
1,1.748251748,5,39,-4.74,0,Knight
0,1.315789474,6,15,4.63,0,Bishop
0,1.162790698,1,42,15.24,0,Bishop
1,4.524886878,10,57,-8.52,0,Rook
0,0.706713781,4,11,-7.53,0,Bishop
0,2.469135802,6,28,9.85,0,Queen
0,0.425531915,2,25,13.56,0,Rook
0,8.235294118,7,40,5.81,1,King
1,0.704225352,1,59,-72.32,0,Pawn
1,2.412280702,11,25,-8.91,0,Knight
0,0.262467192,1,50,-64.86,0,King
0,0.863930886,4,36,8.39,0,King
0,1.724137931,1,54,0,0,Rook
0,1.232032854,6,21,4.9,0,Queen
0,2.092050209,10,19,6.89,0,Knight
1,1.302931596,4,31,-16.51,0,Queen
1,1.219512195,2,46,-10.68,0,King
1,3.870967742,6,45,-8.77,1,Rook
1,0.534759358,3,14,0.97,0,Knight
1,20,1,67,-0.11,0,King
0,1.717557252,9,21,7.38,0,Pawn
1,0.806451613,3,21,-20.64,0,Rook
0,0.497512438,2,38,74.91,0,Knight
1,0.579710145,2,23,-3.3,1,Queen
0,1.204819277,3,37,7.59,0,King
1,2.222222222,2,43,-66.76,0,Rook
1,0.411522634,1,39,75.21,0,Pawn
1,0.389105058,2,13,5.91,0,Knight
1,0.549450549,2,34,-57.14,0,Bishop
1,0.636942675,3,24,-11.85,0,Queen
1,0.770712909,4,13,-11.46,0,Knight
0,1.169590643,2,47,0.36,1,Rook
0,0.440528634,2,25,8.7,0,Pawn
1,4.897959184,24,21,-21.02,0,Queen
1,0.746268657,3,31,-17.31,0,Bishop
1,0.303030303,1,35,-13.02,0,Queen
1,3.773584906,6,30,-11.94,1,Knight
0,2.958579882,5,28,13.46,0,Queen
0,0.616016427,3,17,12.43,0,Rook
0,3.13111546,16,19,13.6,0,Knight
1,3.837471783,17,10,-1.56,0,Queen
0,2.213279678,11,16,14.76,0,Knight
0,7.692307692,6,33,-1.8,1,Bishop
1,2.827763496,11,21,-10.97,0,Rook
0,1.754385965,1,38,0,0,King
1,0.602409639,2,35,-15.55,1,Rook
0,1.408450704,2,37,6.08,0,Bishop
0,0.444444444,2,23,-81.66,0,Rook
0,0.664451827,2,50,5.76,1,Rook
0,0.898876404,4,24,12.59,0,Bishop
1,3.070175439,7,39,-7.9,0,Rook
1,6.060606061,4,52,0,0,Rook
0,1.219512195,4,42,7.63,0,Queen
0,0.4784689,2,21,8.92,0,King
1,7.258064516,9,39,-6.78,0,King
1,0.479616307,2,45,-73.12,0,Queen
0,3.278688525,6,33,12.79,0,Knight
0,3.202846975,9,32,20.64,0,Queen
0,1.785714286,8,24,17.31,0,Rook
1,0.831024931,3,29,8.07,0,Knight
1,0.490196078,1,91,0,0,King
1,1.342281879,6,31,-4.38,1,Rook
0,3.333333333,3,36,8.15,1,Rook
1,0.62305296,2,21,-8.22,0,Rook
1,0.409836066,1,47,-7.56,1,Queen
0,0.515463918,2,25,18.71,0,Bishop
1,10.90909091,12,16,-8.15,0,Knight
0,1.057082452,5,17,17.61,0,Knight
1,0.382409178,2,19,-11.56,0,Pawn
1,0.732600733,2,37,-7.98,0,Knight
1,0.541516245,3,12,10.61,0,Knight
0,1.601830664,7,29,18.65,0,Rook
1,1.77383592,8,15,-12.07,0,Queen
1,3.780068729,11,30,-9.24,0,Knight
1,1.543209877,5,27,-9,0,Knight
1,2.450980392,5,42,-12.31,0,King
0,0.435729847,2,26,9.32,0,Bishop
1,1.763224181,7,19,-8.35,0,Knight
0,1.209677419,6,19,7.19,0,Knight
1,1.966292135,7,20,-11.88,0,Knight
1,0.8,1,41,-74.94,0,Queen
1,2.307692308,6,65,-63.28,1,Pawn
0,100,1,58,0,0,King
0,0.309597523,1,27,8.07,0,King
0,20,1,58,5.53,1,Rook
0,2.227171492,10,14,8.37,0,Knight
0,3.082851638,16,12,11.23,0,Rook
0,0.683371298,3,18,0.61,0,Bishop
0,1.066098081,5,24,9.83,0,Rook
1,0.318471338,1,54,0,0,King
1,3.883495146,20,15,-7.1,0,Queen
0,1.136363636,2,47,8.57,0,Rook
0,0.344827586,1,28,64.65,0,Queen
1,1.19047619,1,60,-60.8,0,Queen
0,2.091254753,11,10,-11.91,0,Pawn
1,0.196078431,1,22,14.47,0,Knight
1,0.681818182,3,24,-17.38,0,Bishop
1,1.404494382,5,19,-15.54,0,Bishop
0,1.215805471,4,25,10.46,0,Queen
1,19.72789116,29,37,-73.84,0,Rook
0,0.382409178,2,20,8.04,0,Bishop
1,2.419354839,3,27,-11.61,0,Knight
1,5.243445693,14,26,-25.31,0,Knight
1,0.460829493,2,22,24.9,0,King
1,15,3,47,-11.89,1,Bishop
1,3.383458647,9,32,-10.25,0,Queen
1,12.98076923,27,32,-6.82,0,King
1,0.826446281,2,30,-15.21,0,Queen
0,1.523809524,8,19,-17.95,0,Queen
0,1.397205589,7,23,61.25,0,Rook
0,0.655737705,2,34,8.9,0,Knight
0,5.921052632,9,32,8,0,Queen
0,0.408163265,2,23,10.07,0,Knight
1,1.199040767,5,27,-9.85,0,Bishop
0,0.36101083,1,32,-6.93,0,Queen
0,0.613496933,3,16,-5.91,0,King
1,5.769230769,3,32,-7.01,1,Rook
0,0.796812749,2,34,16.83,0,Queen
1,2.097902098,3,48,-10.46,0,Pawn
1,0.371747212,2,13,-6.98,0,Bishop
1,1.754385965,10,8,9.14,0,Knight
1,1.136363636,6,17,-4.66,0,Knight
1,1.520912548,4,25,-15.5,0,Pawn
1,1.418439716,2,49,-9.04,0,King
0,0.659340659,3,24,10.87,0,Knight
1,3.773584906,4,36,-9.46,0,Knight
0,4.210526316,12,33,9.38,0,Bishop
1,0.35335689,2,5,8.44,1,Knight
1,0.446428571,1,49,8.84,1,Queen
1,8.045977011,21,18,-6.89,0,Bishop
0,0.505050505,1,44,71.54,0,Pawn
1,0.714285714,3,18,-12.59,0,Rook
1,0.193050193,1,28,-16.3,0,Knight
1,7.142857143,7,43,1.64,0,King
1,0.922509225,5,15,-8.98,0,Bishop
1,3.389830508,4,46,-6.56,0,King
0,3.703703704,1,45,-16.56,1,Rook
1,0.622406639,3,20,-17.75,0,Rook
1,1.598173516,7,22,-27.51,0,Bishop
0,0.367647059,2,14,1.57,0,Bishop
1,2.089552239,7,23,-15.79,0,Bishop
0,0.406504065,1,41,0,1,Rook
1,0.696055684,3,21,-10.12,0,Knight
1,1.558441558,6,22,-9.23,0,Pawn
1,4.612159329,22,10,14.69,0,Queen
1,6.378600823,31,15,-2.96,0,Bishop
1,0.763358779,1,56,0,0,King
1,0.230946882,1,31,-12.43,0,King
0,1.336898396,5,38,10.86,1,Rook
1,2.483069977,11,19,-1.01,1,Queen
0,1.879699248,10,15,6.87,0,Bishop
1,1.818181818,3,85,0,0,Rook
0,9.137055838,18,30,4.39,0,Bishop
0,3.073286052,13,27,6.08,0,Queen
0,4.761904762,3,60,59.79,1,Pawn
1,1.238938053,7,11,-7.47,0,Pawn
0,0.34965035,2,19,-0.31,0,Bishop
0,1.081081081,4,40,1.43,0,Bishop
1,0.704225352,3,24,-74.26,0,Queen
0,14.28571429,1,79,0,0,King
1,1.028277635,4,46,0,0,King
0,3.529411765,3,38,14.28,1,Pawn
0,1.960784314,2,57,61.74,0,Queen
1,1.003344482,3,21,-8.17,0,Pawn
1,3.951367781,13,39,-4.89,0,Knight
0,2.197802198,8,28,10.07,0,Rook
1,100,1,44,-7.54,1,King
1,1.479915433,7,26,-11.46,0,Queen
0,7.317073171,6,48,7.49,1,Queen
1,0.430107527,2,15,15.45,0,King
0,3.225806452,1,48,12.68,0,Bishop
1,1.556420233,4,20,-12.26,0,Knight
1,0.510204082,1,32,-66.79,0,Rook
1,10.83333333,13,27,-10.89,1,Queen
0,3.787878788,15,23,-2.69,0,Bishop
0,0.879120879,4,21,16.96,0,Rook
0,13.36898396,25,24,16.11,0,Rook
0,0.985221675,4,42,10.26,0,Pawn
1,8.928571429,5,42,-10.58,0,Rook
1,2.479338843,3,41,-4.93,0,Queen
0,0.459770115,2,21,8.46,0,Knight
0,0.396825397,1,38,0,0,King
0,6.875,22,22,-5.71,1,Queen
0,0.806451613,4,35,12.93,1,Knight
1,0.285714286,1,54,-73.06,1,Pawn
0,0.507614213,1,33,11.04,0,Rook
1,4.195804196,6,22,-3.35,0,King
0,0.566572238,2,31,8.98,1,Rook
0,4.794520548,14,24,-9,1,Knight
0,0.579710145,2,26,4.71,0,Rook
0,1.604278075,3,24,-7.7,0,Pawn
1,0.939849624,5,20,-11.64,0,Rook
0,0.980392157,3,30,11,0,Rook
0,1.19760479,2,28,12,0,Queen
0,6.25,1,39,0,0,Rook
0,0.614754098,3,22,7.56,0,Queen
0,1.369863014,4,36,4.54,1,Queen
1,4.390243902,9,36,9.84,0,King
1,2.619047619,11,21,-15.65,0,Queen
1,0.967741935,3,53,0,0,Pawn
1,0.529100529,1,31,-4.22,1,Rook
1,0.465116279,2,31,-7.33,0,Rook
0,1.393728223,4,20,22.77,0,Queen
0,1.339285714,3,39,8.93,0,Pawn
0,0.677200903,3,23,12.95,0,Rook
1,0.892857143,1,64,0,0,King
1,1.212121212,2,34,-21.5,0,Knight
0,6.6,33,13,12.56,1,Bishop
0,2.89017341,15,12,7.7,0,Pawn
1,1.515151515,5,47,-12.72,1,Pawn
0,0.415800416,2,26,10.05,0,Knight
1,0.396039604,2,26,-10.89,0,Bishop
0,0.85106383,4,18,12.72,0,Knight
0,13.97515528,45,39,7.49,0,King
1,3.846153846,5,28,-8.77,0,Queen
0,0.574712644,2,30,7,0,Rook
0,4.222648752,22,10,6,0,Knight
0,2.463054187,5,34,4.06,1,King
1,1.538461538,6,23,-8.5,0,Queen
0,5.649717514,10,32,-9.82,0,Rook
0,0.548446069,3,16,9.52,0,Rook
1,0.625,1,57,-0.39,1,King
1,7.303370787,13,31,-8.1,0,Queen
0,0.617283951,2,38,7.54,0,Knight
0,5.511811024,7,33,11.25,1,Rook
1,3.06122449,12,25,-17.76,0,Bishop
0,0.641025641,1,40,-0.09,1,King
0,0.454545455,1,32,10.23,0,King
0,0.364963504,2,22,12.92,0,Queen
0,4.285714286,3,37,9.37,0,Bishop
0,2.941176471,4,48,5.83,1,Rook
0,2.272727273,1,50,10.27,1,Knight
1,0.653594771,2,55,0,0,Pawn
1,7.495069034,38,11,-7.92,0,Queen
1,0.367647059,2,8,-11.46,0,Knight
1,1.39275766,5,25,8.61,0,King
0,1.538461538,5,26,6.62,0,Queen
1,1.149425287,1,82,0,0,King
1,13.08411215,28,29,-2.03,1,Knight
0,2.517162471,11,13,10.38,0,Knight
1,1.395348837,6,35,-7.69,0,Queen
0,8.064516129,5,64,-60.12,1,King
1,1.785714286,7,36,-9.11,0,Pawn
1,0.297619048,1,29,-8.31,0,Rook
1,0.352733686,2,10,9.08,0,Pawn
1,0.784313725,2,44,11.22,1,Pawn
1,1.388888889,1,37,-8.53,0,Pawn
1,4.524886878,10,27,-5.48,0,Rook
0,0.285714286,1,25,9.77,1,Pawn
0,2.702702703,1,56,-6.69,1,King
1,0.503778338,2,38,-7.37,0,Rook
1,0.180505415,1,12,-6.38,0,Queen
0,0.680272109,4,6,0.9,0,Pawn
1,0.559701493,3,19,-30.21,0,Knight
1,0.390625,2,23,-7.7,0,Rook
0,0.596421471,3,21,7.46,0,Bishop
0,1.224489796,3,55,0,0,King
1,1.212121212,4,32,-8.45,1,Queen
0,0.8,1,74,0,0,King
1,1.77383592,8,19,-18.07,0,Knight
1,0.842696629,3,27,-9.96,0,Rook
1,1.081081081,2,29,-7.92,0,Rook
1,1.939655172,9,9,-8.28,0,Bishop
1,0.808625337,3,35,-11.23,0,King
1,1.069518717,4,32,-12.78,0,Queen
1,30.18867925,32,37,4.85,1,Rook
0,1.871101871,9,26,8.15,0,Rook
1,0.773694391,4,13,-12.05,0,Rook
1,0.791556728,3,24,-17.89,0,Knight
0,2.710843373,9,27,10.28,0,Rook
1,1.043841336,5,25,15.3,0,Knight
0,0.710479574,4,8,0.49,1,Pawn
0,4.487179487,14,33,6.36,0,Rook
1,0.656455142,3,40,-13.02,0,Rook
1,1.261829653,4,34,-9.72,0,Knight
1,0.488997555,2,30,-9.6,0,King
0,6.896551724,2,43,19.41,1,King
0,3.521126761,5,44,0,0,King
0,6.637168142,30,19,0,0,Bishop
1,3.76344086,7,41,-60.14,0,Pawn
1,2.941176471,1,43,-61.32,0,Rook
1,1.569506726,7,18,-15.79,0,Knight
0,0.982800983,4,22,1.01,0,Bishop
1,1.769911504,6,39,-9.82,1,Queen
1,0.18115942,1,27,-20.42,0,Rook
1,2.992518703,12,18,-9.98,0,Bishop
1,0.97323601,4,24,-9.59,0,Rook
1,3.481012658,11,29,-14.56,0,Pawn
0,2.816901408,10,33,8.44,0,Queen
0,1.123595506,3,24,11,0,Rook
1,3.761755486,12,25,0,0,Queen
0,0.76142132,3,18,3.9,0,Knight
0,1.229508197,6,21,-7.8,0,Queen
0,6.18556701,24,20,8.42,0,Knight
0,0.218818381,1,33,-10.92,0,King
1,0.932400932,4,22,-14.31,0,Knight
0,1.712328767,5,32,14.69,0,Rook
0,0.218340611,1,22,21.63,0,Knight
0,4,8,28,7.38,0,Queen
0,0.511945392,3,9,17.21,0,Knight
1,0.223214286,1,30,-14.7,0,Bishop
1,3.278688525,2,47,-6.58,0,Rook
1,7.90960452,14,19,4.64,1,Bishop
0,0.920245399,3,57,11.68,0,Rook
1,8.43373494,14,27,-6.54,0,Rook
1,1.754385965,3,38,-68.5,0,Rook
0,Inf,2,98,0,0,King
1,0.17699115,1,14,6.4,0,Pawn
1,0.390625,2,21,-10.2,0,Pawn
1,9.264305177,34,17,-11.87,0,Bishop
1,9.146341463,30,32,-18.71,1,Bishop
0,0.217864924,1,25,8.15,0,Knight
0,2.536231884,7,31,-18.36,0,Knight
0,0.425531915,1,47,9.37,0,King
0,1.470588235,2,53,9.99,1,Pawn
1,2.469135802,10,14,3.92,1,Bishop
1,0.36900369,2,14,-11.43,0,Bishop
0,16.9550173,49,23,66.56,0,Rook
0,1.046025105,5,14,8.78,0,Bishop
1,0.396825397,1,31,-11.92,0,Pawn
1,0.824175824,3,34,6.53,0,Knight
0,0.514138817,2,26,-6.4,0,Knight
1,1.785714286,2,45,4.91,0,Rook
0,2.01793722,9,26,18.75,1,Queen
0,0.551470588,3,11,1.98,0,Queen
0,11.55378486,29,30,8.93,0,Rook
1,6.967213115,17,28,-22.21,0,Rook
0,7.142857143,3,65,0,1,King
1,4.130434783,19,21,-10.18,0,Pawn
1,9.743589744,19,27,-8.55,0,Rook
0,0.884955752,1,34,-0.04,0,Queen
1,1.327433628,3,45,-66.26,0,King
0,0.754716981,4,9,8.87,0,Queen
1,1.321585903,6,20,-6.23,0,Queen
1,3.325415677,14,32,-9.75,0,Bishop
0,0.377358491,2,16,-0.26,0,Bishop
1,1.39275766,5,35,-6.33,0,Rook
0,0.712589074,3,25,7.84,0,Knight
1,2.504816956,13,11,-7.99,0,Bishop
1,2.95202952,8,33,-7.12,1,King
1,1.346801347,4,51,-70.28,1,Rook
0,0.97323601,4,17,7.92,1,Bishop
0,0.647948164,3,26,15,0,Queen
0,0.226244344,1,28,8.75,1,Queen
1,0.204081633,1,14,-10.54,0,Knight
1,4.554455446,23,7,-12.66,0,Queen
1,4.95049505,5,38,-9.06,1,Rook
0,17.04035874,38,23,8.53,0,Queen
0,0.602409639,1,44,67.23,0,Rook
1,14.7826087,17,44,0.12,0,Knight
0,12.5,22,62,0,0,Rook
1,10.9929078,31,24,-7.08,0,Rook
1,0.767754319,4,18,-6.53,0,Pawn
1,6.589147287,17,28,-5.85,1,Queen
1,3.29218107,16,22,-2.42,0,Queen
0,0.717703349,3,23,7.3,0,Rook
1,0.357781753,2,12,-14.16,0,Bishop
0,12.93706294,37,23,9.26,1,Pawn
0,0.367647059,2,11,-14.07,0,Queen
1,2.02020202,6,38,7.09,0,Rook
0,1.187648456,5,22,10.85,0,Queen
0,0.389105058,1,48,66.1,0,King
0,0.681818182,3,15,15.76,0,Bishop
0,0.954653938,4,30,6.15,0,Bishop
0,3.090507726,14,26,-12.09,0,Queen
0,1.123595506,6,19,4.56,0,Queen
1,2.352941176,4,29,-0.63,0,Queen
1,1.694915254,3,31,-69,0,Queen
0,1.659751037,8,25,12.53,0,Bishop
0,1.754385965,7,20,-12.94,0,King
1,2.448979592,6,35,-13.85,0,Rook
1,1.538461538,4,43,11.74,1,Rook
1,0.579710145,2,37,-80.4,0,Rook
0,0.503778338,2,19,-0.77,0,Knight
0,1.123595506,2,43,15.31,0,King
1,0.709219858,2,55,-8.23,0,Knight
0,1.492537313,6,30,15.75,0,King
1,1.940035273,11,10,-6.31,0,Bishop
1,0.486618005,2,16,-16.37,0,Bishop
0,3.234501348,12,29,5.6,1,Rook
1,2.708803612,12,21,5.52,0,Rook
0,0.559701493,3,16,9.28,0,Knight
1,2.611940299,7,37,-64.25,0,Rook
0,1.639344262,5,32,9.68,0,Rook
0,2.651515152,7,34,7.63,0,King
0,1.072961373,5,24,-5.92,0,Pawn
0,0.689655172,3,18,4.54,0,Knight
0,0.251256281,1,37,58.58,0,Rook
0,0.692041522,4,11,10.51,0,Bishop
0,5.316973415,26,16,7.3,0,Rook
0,1.22324159,4,25,9.06,0,Rook
1,3.012048193,5,30,-10.46,0,Pawn
1,2.150537634,10,32,7.54,0,Queen
1,0.709219858,4,13,-13.12,0,Knight
0,0.819672131,4,16,6.01,0,Queen
1,0.505050505,1,42,-10.63,0,Queen
1,3.4375,11,22,-10.49,0,Knight
0,0.817438692,3,33,12.28,0,Rook
0,1.411764706,6,20,18.71,0,Queen
1,2.910602911,14,18,-7.1,0,Rook
1,5.517241379,24,13,12.24,0,Bishop
1,1.420454545,5,38,3.84,0,Bishop
0,0.793650794,2,36,12.04,0,Rook
0,66.66666667,8,37,3.29,1,Rook
1,3.943661972,14,25,-10,0,Queen
0,0.793650794,3,30,5.1,0,Queen
0,9.677419355,15,40,7.15,0,Rook
0,0.847457627,1,46,11.91,0,Bishop
0,25,1,82,150.21,1,Pawn
1,8.300395257,21,19,-0.35,1,Pawn
1,1.123595506,5,24,-10.57,0,Knight
1,10.96345515,33,18,-13.55,1,Knight
0,0.483091787,1,42,0,0,King
0,7.482993197,11,21,14.31,0,Bishop
0,1.167315175,6,18,16.13,0,Bishop
1,1.526717557,2,39,-5.38,0,Queen
0,15,48,30,9.25,0,Rook
0,2.325581395,1,49,0,0,Queen
0,1.078167116,4,25,0.53,0,King
1,0.440528634,2,20,-4.76,0,Rook
1,0.581395349,3,11,-5.71,0,Pawn
0,1.666666667,1,79,2.17,1,Queen
0,1.242236025,2,49,-0.73,1,Pawn
0,0.484261501,2,30,-9.1,0,Rook
1,0.275482094,1,47,5.47,1,King
1,0.465116279,1,43,-11.36,0,Pawn
1,2.823529412,12,27,-15.31,0,Queen
1,0.194931774,1,20,-10.58,0,Knight
0,12.5,16,36,7.3,1,Queen
1,0.952380952,3,39,-7.46,0,Bishop
0,1.219512195,3,31,14.4,1,Rook
0,0.357142857,1,42,-4.54,1,Knight
0,5.833333333,14,29,10.35,0,Bishop
1,0.956937799,2,42,-8.53,0,Queen
0,0.649350649,3,25,14.77,0,Queen
0,5.940594059,12,34,5.71,0,Knight
1,3.333333333,3,37,-11.64,1,Queen
0,13.95348837,24,49,0,0,Queen
0,0.833333333,2,32,0.04,1,Queen
0,0.316455696,1,23,8.17,0,Rook
1,1.93236715,8,32,-11.82,0,Rook
0,2.702702703,1,58,5.29,1,Rook
0,0.294117647,1,32,13.8,0,Queen
0,0.866551127,5,10,-0.62,0,Bishop
1,1.401869159,3,40,-5.65,1,Pawn
1,0.448430493,1,46,-11.62,0,Queen
0,3.174603175,12,26,5.65,0,Bishop
1,20,1,42,8.22,1,King
1,2.278481013,9,19,15.51,0,Rook
1,1.265822785,5,23,-10.37,0,Knight
0,1.98019802,4,38,-10.15,1,King
0,1.801801802,2,29,9.13,0,Rook
1,1.054852321,5,31,-8.61,0,Rook
0,2.240325866,11,12,11.68,0,Queen
1,1.320132013,4,22,-15.46,0,Queen
1,28.45303867,103,24,-25.17,0,Rook
1,3.461538462,18,12,-6.13,0,Knight
0,10.75268817,30,19,10.33,0,Knight
0,2.051282051,4,16,9.38,0,Queen
1,1.547987616,5,29,-19.6,0,Bishop
1,2,9,22,-9.23,0,Bishop
0,2.777777778,8,36,-6.24,0,Queen
0,0.938967136,2,31,9.61,0,Queen
0,2.816901408,2,46,7.53,0,King
1,0.27173913,1,43,-0.95,0,Rook
1,1.543209877,5,36,-7.29,0,King
0,0.967741935,3,29,19.32,0,King
1,0.81300813,2,33,-63.99,0,Pawn
